pid,creator,age,stimuli,inverted,filename,filepath,blip_caption,blip_caption_correct,gpt_caption,gpt_caption_correct,gpt_caption_confidence,originality_audra,originality_ocs,percentile_ocs,category1,category2,category3,confidence,creativity,creativity2,used_stimulus,line_thickness,ink_density,ink_fraction_inside_stimulus,number_of_components,number_of_lines,dist_from_base_caption_gtelarge,dist_from_base_caption_gte,dist_from_base_caption_stella,dist_from_base_shape_dino,dist_from_base_shape_clip,text_10NN_gtelarge,image_10NN_dino,image_10NN_clip,inverse_category_frequency,inverse_cluster_frequency_gtelarge,gpt_hard_to_interpret,category_hard_to_interpret,mean_creativity,mean_originality,subgroup
1011,children,5.0,G,True,1011.png,../data/children/stimuli_G/1011.png,a drawing of a bird with a face and a beak,,"A figure with a round body, rectangle arms, and a face with spikes",,4,0.687405347824097,0.67,87.0,creature/monster,,,2.0,2.0,3,1.0,6.89491620779888,11.216875,0.788644672112651,5,27,0.188881445593746,0.334483722879997,0.47725460068854,0.707850114516171,0.336454594872726,0.10824418,0.23482342,0.13684328,7.4,4.15384615384615,0,0,0.625,0.6787026739120485,pre-schematic
1012,children,6.0,G,True,1012.png,../data/children/stimuli_G/1012.png,drawing of a hand with a finger on it,,Hard to interpret,,2,0.499893456697464,0.54,56.0,person(s),,,1.0,2.0,2,1.0,4.08165393015744,4.010625,0.443552371541502,3,11,0.248445093631744,0.458286789553569,0.628205180168152,0.670755814186823,0.275114524648038,0.0,0.25277707,0.14490472,8.70588235294118,2.63414634146341,1,0,0.5,0.519946728348732,pre-schematic
1013,children,5.0,G,False,1013.png,../data/children/stimuli_G/1013.png,drawing of a man and a woman in a window with a cat,,A house with two figures and a cat in a window,,5,0.613351762294769,0.66,86.0,house,person(s),,2.0,3.0,4,1.0,4.6756090403229,10.878125,0.64940655299231,2,29,0.222400426864624,0.457182212387985,0.514813408697051,0.763115418728534,0.327677092530598,0.17313483,0.2791803,0.16979225,37.0,15.4285714285714,0,0,0.875,0.6366758811473845,pre-schematic
1014,children,5.0,G,False,1014.png,../data/children/stimuli_G/1014.png,drawing of a man with a cell phone in his hand,,"Humanoid figure with a round body, smiling face, and extended arms",,4,0.497870206832886,0.48,40.0,person,hands,(smiley) face,2.0,2.0,2,1.0,3.98488619518255,3.323125,0.498392696412498,1,3,0.195265054702759,0.355523090229126,0.511247962713242,0.556190138249538,0.27187491873222,0.085638046,0.24873105,0.13741484,8.70588235294118,4.15384615384615,0,0,0.5,0.488935103416443,pre-schematic
1015,children,6.0,G,True,1015.png,../data/children/stimuli_G/1015.png,drawing of a bird with a flower in its beak,,Abstract sketch resembling a crab-like creature with geometric patterns,,3,0.771166443824768,0.78,97.0,creature/monster,frown,,2.0,3.0,4,1.0,5.01769396638314,18.70375,0.512822650106971,1,49,0.121876649744709,0.37507842108841,0.38753604888916,0.753295654157947,0.308047037680558,0.11290139,0.37127513,0.14864069,7.4,5.68421052631579,1,0,0.875,0.7755832219123839,pre-schematic
1016,children,5.0,G,False,1016.png,../data/children/stimuli_G/1016.png,drawing of a mushroom with a stick sticking out of it,,Drawing of a mushroom with a textured cap and straight stem,,5,0.578412294387817,0.48,41.0,mushroom,circles,,2.0,2.0,2,1.0,4.94262260529508,8.396875,0.957423643344221,2,15,0.132747888565063,0.220538294927427,0.305089574748898,0.764786264412528,0.289266060697221,0.05264809,0.16712299,0.0886453,7.04761904761905,5.68421052631579,0,0,0.5,0.5292061471939085,pre-schematic
1017,children,5.0,G,False,1017.png,../data/children/stimuli_G/1017.png,drawing of a person with a hat and a dress on,,A simple stick figure with a smiley face and outstretched arms,,4,0.490552067756653,0.48,40.0,person,hands,,2.0,2.0,3,1.0,3.87815707944156,3.14625,0.585088919288646,3,7,0.164946784678292,0.280087525852397,0.414515018463135,0.651086518309753,0.267191550173918,0.100160405,0.23561004,0.12406695,8.70588235294118,4.15384615384615,0,0,0.625,0.4852760338783265,pre-schematic
1018,children,6.0,G,False,1018.png,../data/children/stimuli_G/1018.png,drawing of a tie on a white paper with a pencil,,Hard to interpret,,2,0.484408617019653,0.48,40.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,3.68455153115497,6.11875,0.448173263216164,3,14,0.248445093631744,0.458286789553569,0.628205180168152,0.637464778331518,0.224085173550522,0.0,0.31732598,0.122609496,3.21739130434783,2.63414634146341,1,1,0.125,0.4822043085098265,pre-schematic
1019,children,6.0,G,False,1019.png,../data/children/stimuli_G/1019.png,drawing of a black and white picture of a clock with a number 11,,Hard to interpret,,1,0.375310122966766,0.37,14.0,completing,,,2.0,0.0,2,1.0,4.03889399813618,1.7175,0.909862671660424,4,5,0.248445093631744,0.458286789553569,0.628205180168152,0.208101090573558,0.131547317787811,0.0,0.21378092,0.09573607,12.3333333333333,2.63414634146341,1,0,0.25,0.372655061483383,pre-schematic
1020,children,6.0,G,False,1020.png,../data/children/stimuli_G/1020.png,a drawing of a mushroom with a face drawn on it,,A simple mushroom drawing with three spots on its cap,,5,0.326551139354706,0.34,9.0,abstract doodle/hard to interpret,circles,,1.0,1.0,2,1.0,3.92638036865164,2.99,0.831634850007177,5,4,0.116399155092334,0.22091368499141,0.292884328749309,0.586485116683557,0.286868289824345,0.04976833,0.16307151,0.12342181,3.21739130434783,5.68421052631579,0,1,0.375,0.333275569677353,pre-schematic
1022,children,5.0,G,False,1022.png,../data/children/stimuli_G/1022.png,drawing of a cartoon cat with a clock on its head,,Hard to interpret,,1,0.549336791038513,0.66,85.0,creature/monster,,,1.0,2.0,2,1.0,2.8868915430989,3.51875,0.754267277268943,5,10,0.248445093631744,0.458286789553569,0.628205180168152,0.653783168679459,0.302634567295919,0.0,0.21669802,0.13807657,7.4,2.63414634146341,1,0,0.5,0.6046683955192564,pre-schematic
1023,children,6.0,G,False,1023.png,../data/children/stimuli_G/1023.png,drawing of a drawing of a person holding an umbrella,,Umbrella over abstract face with squiggly lines above,,3,0.52531760931015,0.48,41.0,umbrella,rain,,1.0,2.0,3,1.0,3.06042468242892,5.1825,0.44556871187657,6,36,0.117848455905914,0.258023359120588,0.305830419063568,0.736712398780051,0.2419166137785,0.13229223,0.3647545,0.13582781,148.0,10.8,1,0,0.625,0.5026588046550751,pre-schematic
1024,children,5.0,G,False,1024.png,../data/children/stimuli_G/1024.png,drawing of a person holding an umbrella with a string attached to it,,Hard to interpret,,3,0.569675624370575,0.58,67.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,5.54835627637531,12.69875,0.872186368644735,3,42,0.248445093631744,0.458286789553569,0.628205180168152,0.785563545389227,0.271093466713624,0.0,0.38891238,0.13405679,3.21739130434783,2.63414634146341,1,1,0.125,0.5748378121852875,pre-schematic
1025,children,6.0,G,True,1025.png,../data/children/stimuli_G/1025.png,drawing of a basket of fruit with two forks and a spoon,,Balls in a net with two parallel vertical lines above,,4,0.562494039535523,0.54,58.0,abstract doodle/hard to interpret,circles,lines,1.0,1.0,3,1.0,4.6222546816941,10.180625,0.89757845885218,1,53,0.186575531959534,0.430850710323494,0.446032762527466,0.671723664608523,0.368331830579006,0.19605358,0.33388212,0.23931238,3.21739130434783,6.35294117647059,0,1,0.5,0.5512470197677615,pre-schematic
1026,children,6.0,G,False,1026.png,../data/children/stimuli_G/1026.png,drawing of a scarecrow with a number on it,,Abstract shape with spiral text beneath; possibly a robot or figure,,2,0.62013977766037,0.75,95.0,creature/monster,writing,,1.0,2.0,3,1.0,4.16711365164224,8.60375,0.56957492084912,7,33,0.1534362526796,0.364253621228147,0.438223702854624,0.779194237287573,0.354197817745626,0.11869605,0.4048973,0.21018958,7.4,9.81818181818182,1,0,0.625,0.6850698888301849,pre-schematic
1027,children,6.0,G,True,1027.png,../data/children/stimuli_G/1027.png,drawing of a clock with a clock face and a clock face on it,,Hard to interpret,,2,0.562702894210815,0.64,81.0,submarine,,,2.0,3.0,1,1.0,3.9213417759238496,4.33,0.385205587251623,12,8,0.248445093631744,0.458286789553569,0.628205180168152,0.59570741428058,0.244285087746367,0.0,0.35286897,0.14235958,148.0,2.63414634146341,1,0,0.5,0.6013514471054076,pre-schematic
1028,children,6.0,G,True,1028.png,../data/children/stimuli_G/1028.png,drawing of a smiling face with a striped face and a square nose,,"Face with big eyes and a wide, striped, semi-circular shape",,4,0.567424058914185,0.53,55.0,(smiley) face,lines ,,1.0,1.0,2,1.0,4.67284243214848,6.174375,0.87326747836741,2,13,0.203241026015154,0.381389581047866,0.501959800720215,0.659915730352799,0.287484759332874,0.11438916,0.270233,0.17502326,16.4444444444444,4.15384615384615,0,0,0.375,0.5487120294570925,pre-schematic
1029,children,5.0,G,False,1029.png,../data/children/stimuli_G/1029.png,drawing of a t - shirt with a tie on it,,Hard to interpret,,1,0.259839713573456,0.24,0.0,completing,,,2.0,0.0,0,1.0,3.40762745411491,1.466875,0.864452423698384,2,3,0.248445093631744,0.458286789553569,0.628205180168152,0.386190867448999,0.190022145310558,0.0,0.1904684,0.100722,12.3333333333333,2.63414634146341,1,0,0.0,0.24991985678672798,pre-schematic
2001,children,4.0,G,False,2001.png,../data/children/stimuli_G/2001.png,drawing of a door in a hole with a arrow pointing to it,,Hard to interpret,,3,0.484661161899567,0.54,57.0,abstract doodle/hard to interpret,encircled,,2.0,0.0,1,0.5,3.35877883935035,4.875,0.494567901234568,14,9,0.248445093631744,0.458286789553569,0.628205180168152,0.635238937765645,0.196637665223433,0.0,0.41052967,0.11913904,3.21739130434783,2.63414634146341,1,1,0.125,0.5123305809497836,pre-schematic
2002,children,4.0,G,False,2002.png,../data/children/stimuli_G/2002.png,drawing of a cartoon elephant with a big nose and a big nose,,Simple drawing resembling a mushroom with a stem and spots,,4,0.316790997982025,0.45,34.0,creature/monster,cricles,,1.0,1.0,2,1.0,3.47127195384722,2.51625,0.807898894154818,6,4,0.0988272310701269,0.190988993376165,0.239971339702606,0.591400444284592,0.307877970154605,0.04572022,0.2162935,0.1313978,7.4,5.68421052631579,0,0,0.375,0.3833954989910125,pre-schematic
2003,children,5.0,G,False,2003.png,../data/children/stimuli_G/2003.png,drawing of a man with a tie and a heart in his chest,,Abstract drawing with heart shape in mushroom-like outline,,3,0.528679609298706,0.6,73.0,abstract doodle/hard to interpret,,,1.0,0.0,2,1.0,5.7808489862169,4.926875,0.978359578784658,7,7,0.108383390557271,0.24810907984105,0.304698526859283,0.605739889840515,0.270172177615319,0.08778003,0.21048804,0.1262811,3.21739130434783,5.68421052631579,1,1,0.25,0.5643398046493531,pre-schematic
2004,children,4.0,G,False,2004.png,../data/children/stimuli_G/2004.png,arafed drawing of a clock with a number four on it,,Hard to interpret,,2,0.314893275499344,0.27,1.0,abstract doodle/hard to interpret,,,1.0,0.0,0,0.0,3.71714427428646,1.416875,0.914577530176416,7,3,0.248445093631744,0.458286789553569,0.628205180168152,0.145028294749718,0.0922121688899326,0.0,0.22950459,0.09831412,3.21739130434783,2.63414634146341,1,1,0.0,0.292446637749672,pre-schematic
2009,children,5.0,G,False,2009.png,../data/children/stimuli_G/2009.png,drawing of a mushroom with a long stem on a white background,,Simple line drawing of a mushroom,,5,0.334580004215241,0.37,14.0,mushroom,,,1.0,2.0,2,1.0,4.07955312398729,4.201875,0.944707242720488,16,10,0.0792132568828294,0.184577440755887,0.210936201270591,0.767190323847262,0.296976391919055,0.047991443,0.16072154,0.08397515,7.04761904761905,5.68421052631579,0,0,0.5,0.3522900021076205,pre-schematic
2010,children,5.0,G,False,2010.png,../data/children/stimuli_G/2010.png,drawing of a umbrella with a line drawing of a person holding a umbrella,,Simple mushroom shape with lines on the cap,,5,0.384293884038925,0.42,26.0,abstract doodle/hard to interpret,lines,,1.0,1.0,2,1.0,5.23926073370084,5.32,0.989421456656057,2,13,0.114490866661072,0.253167785798543,0.298704266548157,0.712623910289551,0.231297888330899,0.05708438,0.2518164,0.11959344,3.21739130434783,6.35294117647059,0,1,0.375,0.4021469420194625,pre-schematic
2011,children,6.0,G,False,2011.png,../data/children/stimuli_G/2011.png,drawing of a bird sitting on top of a dress on a white background,,Hard to interpret,,2,0.385366022586823,0.45,34.0,bird,wings,,1.0,2.0,3,1.0,3.6617635299204094,2.874375,0.662966252220249,1,4,0.248445093631744,0.458286789553569,0.628205180168152,0.570732162341259,0.239520521066369,0.0,0.20489821,0.13427918,148.0,2.63414634146341,1,0,0.625,0.4176830112934115,pre-schematic
2012,children,5.0,G,False,2012.png,../data/children/stimuli_G/2012.png,a drawing of a mushroom with a face drawn on it,,Hard to interpret,,2,0.346539080142975,0.42,27.0,abstract doodle/hard to interpret,lines,,2.0,0.0,1,0.5,3.87088629392902,3.45875,0.956832726816414,2,11,0.248445093631744,0.458286789553569,0.628205180168152,0.579948523992201,0.199450500934566,0.0,0.29519966,0.11406287,3.21739130434783,2.63414634146341,1,1,0.125,0.3832695400714875,pre-schematic
2013,children,5.0,G,True,2013.png,../data/children/stimuli_G/2013.png,drawing of a cartoon character with a baseball bat and a baseball cap,,"Smiling figure with a round body, arms, and legs",,4,0.620426177978516,0.7,91.0,pregancy,creature/monster,,1.0,2.0,4,1.0,4.58809303952079,9.995625,0.561323618700668,6,17,0.186580657958984,0.322047153772329,0.503165587877201,0.761902537391293,0.359233449069722,0.08924884,0.2985971,0.20367575,148.0,4.15384615384615,0,0,0.75,0.6602130889892579,pre-schematic
2014,children,6.0,G,False,2014.png,../data/children/stimuli_G/2014.png,there is a drawing of a fan with a bunch of fruit on it,,Mushroom with spots and a rectangular base,,4,0.584895849227905,0.52,52.0,mushroom,circles,,1.0,1.0,2,1.0,9.6586429387532,11.375625,0.95580219998018,1,8,0.16032950158959,0.363424143995292,0.430244607634681,0.718447927312693,0.281320220157402,0.06933603,0.31239593,0.1322792,7.04761904761905,6.35294117647059,0,0,0.375,0.5524479246139525,pre-schematic
2015,children,4.0,G,False,2015.png,../data/children/stimuli_G/2015.png,drawing of a cartoon character with a knife and fork in his hand,,Hard to interpret,,2,0.66976398229599,0.56,63.0,abstract doodle/hard to interpret,lines,,2.0,0.0,2,1.0,5.25196377561666,10.759375,0.687215332581736,1,19,0.248445093631744,0.458286789553569,0.628205180168152,0.685033577946781,0.294349299418229,0.0,0.2573045,0.15958408,3.21739130434783,2.63414634146341,1,1,0.25,0.614881991147995,pre-schematic
2016,children,4.0,G,False,2016.png,../data/children/stimuli_G/2016.png,drawing of a person ' s foot with a shoe on it,,Hard to interpret,,2,0.456742972135544,0.48,41.0,abstract doodle/hard to interpret,,,2.0,0.0,1,0.0,3.37193482029983,4.381875,0.535748422863697,2,11,0.248445093631744,0.458286789553569,0.628205180168152,0.714510842055746,0.213676194048718,0.0,0.4028245,0.12285966,3.21739130434783,2.63414634146341,1,1,0.125,0.468371486067772,pre-schematic
2017,children,4.0,G,True,2017.png,../data/children/stimuli_G/2017.png,drawing of a sink with a toothbrush and a toothbrush holder,,"Boat with chimneys, rainbow, and smiley face above water",,4,0.540966033935547,0.62,77.0,boat,(smiley) face,rainbow,1.0,2.0,3,1.0,3.81260366089745,5.32875,0.384007367047809,2,14,0.175065447386177,0.343564748764038,0.422850489616394,0.670735335689675,0.304335540190012,0.16346148,0.36294907,0.17607675,74.0,10.8,0,0,0.625,0.5804830169677735,pre-schematic
2018,children,5.0,G,False,2018.png,../data/children/stimuli_G/2018.png,drawing of a man with a hat and a tie on,,Abstract shape with a semicircular top and straight lines below,,4,0.352732181549072,0.42,28.0,completing,,,2.0,0.0,1,1.0,4.26850902561815,2.704375,0.651088240256454,3,3,0.132212434178961,0.353859862915268,0.375891070839496,0.527957586353008,0.192021347143491,0.09764911,0.20543142,0.10007737,12.3333333333333,6.35294117647059,1,0,0.125,0.386366090774536,pre-schematic
3001,children,4.0,G,False,3001.png,../data/children/stimuli_G/3001.png,drawing of a clock with a pencil and a pencil on a paper,,Hard to interpret,,1,0.335710644721985,0.33,5.0,blank,,,1.0,0.0,0,0.0,3.07523242329706,1.82,0.427101200686106,39,3,0.248445093631744,0.458286789553569,0.628205180168152,0.464951330420779,0.13805009956142,0.0,0.34945312,0.112793945,49.33333333333329,2.63414634146341,1,1,0.0,0.33285532236099247,pre-schematic
3002,children,6.0,G,False,3002.png,../data/children/stimuli_G/3002.png,drawing of a t - shirt with a line drawing of a water drop,,Hard to interpret,,2,0.458424150943756,0.56,63.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,4.2514532840715,3.8675,0.80486674391657,8,4,0.248445093631744,0.458286789553569,0.628205180168152,0.536635407841065,0.253236028039215,0.0,0.26279432,0.14767241,3.21739130434783,2.63414634146341,1,1,0.125,0.5092120754718781,pre-schematic
3005,children,6.0,G,False,3005.png,../data/children/stimuli_G/3005.png,drawing of a man with a tie and a umbrella,,Stick figure holding an umbrella and appearing to be surprised,,4,0.456116199493408,0.63,80.0,person(s),parachute,,1.0,3.0,3,1.0,4.21487721320837,3.50625,0.658619817997978,4,5,0.167340328255871,0.277964603597604,0.371531009674072,0.562108820663277,0.209680867094622,0.13386197,0.22202449,0.11129756,8.70588235294118,10.8,0,0,0.75,0.543058099746704,pre-schematic
3007,children,4.0,G,False,3007.png,../data/children/stimuli_G/3007.png,drawing of a man standing in the water with a umbrella,,Mushroom-like shape with sketchy background and foreground elements,,3,0.637240707874298,0.7,91.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,7.42707700230764,31.734375,0.522318791663151,8,127,0.128586411476135,0.228575458697268,0.306373834609985,0.830578525450605,0.282524378454097,0.085846215,0.32684213,0.14738736,3.21739130434783,5.68421052631579,0,1,0.125,0.6686203539371489,pre-schematic
3008,children,6.0,G,False,3008.png,../data/children/stimuli_G/3008.png,a drawing of a man with a bird on his head,,"Humanoid figure with round body, long neck, and smiling face",,4,0.519883751869202,0.59,72.0,person(s),hands,,2.0,3.0,3,1.0,4.40216679870508,5.0125,0.394873218582269,6,7,0.207450198683129,0.413078409823132,0.525217741727829,0.699454537029655,0.360082206121287,0.09525209,0.2528024,0.16383679,8.70588235294118,4.15384615384615,0,0,0.75,0.554941875934601,pre-schematic
3009,children,6.0,G,True,3009.png,../data/children/stimuli_G/3009.png,there is a drawing of a smiling face with a book in the background,,"A rectangle and a large, curved, sharp-toothed smile",,3,0.590520083904266,0.47,39.0,creature/monster,teeth,,1.0,2.0,2,1.0,5.58014636371038,5.381875,0.857041880190847,3,6,0.210388541221619,0.350238522901446,0.509908616542816,0.62719360744652,0.307622791748225,0.13268673,0.29019985,0.19435182,7.4,4.15384615384615,0,0,0.5,0.530260041952133,pre-schematic
3010,children,4.0,G,True,3010.png,../data/children/stimuli_G/3010.png,drawing of a man with a hat and a cell phone,,"Three faces in a boat shape with ""LOL"" written below",,4,0.55765175819397,0.53,55.0,faces,,,1.0,1.0,2,1.0,4.30147885506761,4.4525,0.812763395544853,6,3,0.18113927953605,0.363060574622767,0.503326892852783,0.535285727613932,0.424426417214804,0.15421073,0.23508242,0.28980595,148.0,4.15384615384615,0,0,0.375,0.543825879096985,pre-schematic
3011,children,5.0,G,True,3011.png,../data/children/stimuli_G/3011.png,drawing of a couple in a boat with a city in the background,,Three people on a boat under the moon,,4,0.622513651847839,0.65,83.0,person(s),boat,,2.0,2.0,3,1.0,4.50716821370242,6.710625,0.740545587941039,2,11,0.241546974089921,0.597923493261545,0.557051420211792,0.600599761851582,0.366140065671275,0.21569932,0.2262676,0.2361432,8.70588235294118,10.8,0,0,0.625,0.6362568259239195,pre-schematic
3013,children,5.0,G,False,3013.png,../data/children/stimuli_G/3013.png,drawing of a man with a hat and tie on his head,,"Cartoonish figure with large hat, smiling face, and outstretched arms",,3,0.549193739891052,0.62,77.0,person(s),encircled,hair ,2.0,2.0,3,1.0,5.22912993512043,9.2,0.594080670508119,7,14,0.180483509273318,0.30522948252226,0.465662630458912,0.77975042463189,0.308994914164295,0.0877067,0.2693316,0.1259226,8.70588235294118,4.15384615384615,0,0,0.625,0.584596869945526,pre-schematic
3016,children,4.0,G,False,3016.png,../data/children/stimuli_G/3016.png,drawing of a toilet with a seat and a toilet paper roll,,Circle with a square inside it,,5,0.373236685991287,0.36,14.0,completing,,,2.0,0.0,1,1.0,3.30907500150721,2.298125,0.711166341203622,2,4,0.204985499382019,0.335014323443601,0.463704466819763,0.480080710814185,0.209227675577738,0.1580981,0.27957192,0.14387432,12.3333333333333,6.35294117647059,0,0,0.125,0.3666183429956435,pre-schematic
3017,children,4.0,G,False,3017.png,../data/children/stimuli_G/3017.png,a close up of a drawing of a mushroom on a white background,,Outline of an abstract shape resembling a mushroom with geometric features,,3,0.245482176542282,0.27,1.0,completing,,,2.0,0.0,0,1.0,3.38542125079882,1.713125,0.918740849194729,1,3,0.105237782001495,0.285346486727788,0.30564296245575,0.370339765363221,0.164611066638226,0.06549367,0.21699688,0.13148686,12.3333333333333,5.68421052631579,1,0,0.0,0.257741088271141,pre-schematic
3018,children,5.0,G,False,3018.png,../data/children/stimuli_G/3018.png,drawing of a mushroom with dots on it ' s head,,A simple drawing of a mushroom,,5,0.447715610265732,0.43,31.0,mushroom,circles,,1.0,1.0,2,1.0,4.16491268461534,3.57375,0.96842906047927,18,3,0.0996131837598556,0.196593749218617,0.247422873973846,0.644529887249231,0.300227650164191,0.036162633,0.2093081,0.1125587,7.04761904761905,5.68421052631579,0,0,0.375,0.438857805132866,pre-schematic
3020,children,7.0,G,False,3020.png,../data/children/stimuli_G/3020.png,drawing of a person holding an umbrella with a pencil in it,,Hard to interpret,,2,0.312962979078293,0.32,4.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,3.69683318619093,2.188125,0.787250838760608,2,6,0.248445093631744,0.458286789553569,0.628205180168152,0.588073388201303,0.267184086963661,0.0,0.24661532,0.13431393,3.21739130434783,2.63414634146341,1,1,0.125,0.3164814895391465,schematic
3022,children,4.0,G,False,3022.png,../data/children/stimuli_G/3022.png,drawing of a person holding an umbrella with a heart on it,,"An umbrella, parachute, and heart shape are depicted",,3,0.580688714981079,0.69,89.0,abstract doodle/hard to interpret,heart,,2.0,0.0,1,1.0,4.28457448952755,7.02,0.627309926082365,2,16,0.134030520915985,0.293708362987887,0.325348496437073,0.747689867112144,0.233099449689272,0.15226217,0.37656045,0.120380476,3.21739130434783,10.8,0,1,0.125,0.6353443574905395,pre-schematic
