pid,creator,age,stimuli,inverted,filename,filepath,blip_caption,blip_caption_correct,gpt_caption,gpt_caption_correct,gpt_caption_confidence,originality_audra,originality_ocs,percentile_ocs,category1,category2,category3,confidence,creativity,creativity2,used_mask,line_thickness,ink_density,ink_fraction_inside_mask,number_of_components,number_of_lines,dist_from_base_caption_gtelarge,dist_from_base_caption_gte,dist_from_base_caption_stella,dist_from_base_shape_dino,dist_from_base_shape_clip,text_10NN_gtelarge,image_10NN_dino,image_10NN_clip,inverse_category_frequency,inverse_cluster_frequency_gtelarge
113,adults,,G,FALSE,113__3868_9.jpg,../data/adults/stimuli_G/113__3868_9.jpg,a drawing of a face with a smile drawn on it,,Simple face with closed eyes and a rectangular mouth,,4,0.375809818506241,0.36,14.0,face,,,2,1,2,1,4.06061006405776,3.150625,0.60303065090116,4,5,0.1922880411148070,0.2861183669006330,0.4746519170597770,0.4084734456707700,0.2589698147790190,0.08857412,0.25647593,0.1350367,21.142857142857100,7.444444444444450
138,adults,,G,FALSE,138__5325_9.jpg,../data/adults/stimuli_G/138__5325_9.jpg,a drawing of a mushroom head with a tree on it,,Hard to interpret,,1,0.512839198112488,0.52,52.0,abstract doodle/hard to interpret,,,1,1,1,0.5,4.22638287082906,4.65875,0.43417943440811,2,6,0.2484451532363890,0.4582867460932360,0.628205202328848,0.5494440650245720,0.2422924540730020,0.0,0.29093662,0.15636241,4.774193548387100,9.571428571428570
140,adults,,G,FALSE,140__3910_9.jpg,../data/adults/stimuli_G/140__3910_9.jpg,a drawing of a sign that says pick up on a white background,,"A simplistic phone booth with ""Phone"" written on it",,4,0.627177715301514,0.62,77.0,phone booth,,,1,1,1,1,4.73334775740204,4.82625,0.585283174865647,3,16,0.1925278902053830,0.3954508956179800,0.4767663478851320,0.4949668450684410,0.3064774221751440,0.19686276,0.33294863,0.20576017,148.0,6.090909090909090
157,adults,,G,FALSE,157__3922_9.jpg,../data/adults/stimuli_G/157__3922_9.jpg,a drawing of a mushroom shaped object with a long stem,,Outline resembling a mushroom or umbrella shape,,3,0.185285940766335,0.25,0.0,tracing,,,2,20,1,1,3.42070297972734,1.66625,0.889425865068626,1,7,0.0834725995692426,0.1850802655541970,0.2747797966003420,0.3425956072553790,0.1767375611729910,0.076336056,0.23137443,0.16251698,24.666666666666700,7.882352941176470
174,adults,,G,FALSE,174__3967_9.jpg,../data/adults/stimuli_G/174__3967_9.jpg,a drawing of a microwave with an umbrella over it,,Hot air balloon with basket and heat waves,,4,0.614155948162079,0.68,88.0,parachute,supply-box,,1,2,2,0.5,4.85971301882957,6.6925,0.709931811443819,6,15,0.1777971982955930,0.3169232606887820,0.4247871294490760,0.6486151434022340,0.2866306800094440,0.19952667,0.32138872,0.18636103,148.0,6.090909090909090
180,adults,,G,FALSE,180__4001_9.jpg,../data/adults/stimuli_G/180__4001_9.jpg,a drawing of a mushroom with a net on it,,Mushroom with crosshatched lines on the stem and top,,5,0.553299427032471,0.54,57.0,abstract doodle/hard to interpret,,,1,1,1,1,4.90102148448237,6.13375,0.901828077030421,2,10,0.16255784034729,0.3320380051158660,0.3632340431213380,0.733229866233676,0.2670268343324920,0.090910114,0.287746,0.15707074,4.774193548387100,6.7
181,adults,,G,FALSE,181__5394_9.jpg,../data/adults/stimuli_G/181__5394_9.jpg,a drawing of a man with a hat on his head,,Simple stick figure with a round head and broad torso,,4,0.429783761501312,0.48,40.0,person(s),,,2,1,2,1,4.2465798340412,2.95875,0.782018545894369,1,11,0.1691553592681880,0.3095285275156940,0.412096619606018,0.6127409901447620,0.2511980843654560,0.07911891,0.26394707,0.081014946,7.7894736842105300,16.75
182,adults,,G,FALSE,182__5406_9.jpg,../data/adults/stimuli_G/182__5406_9.jpg,drawing of a man holding an umbrella with the word ' s name,,Stick figures under an umbrella with letters above them,,4,0.503359079360962,0.45,35.0,umbrella,person(s),rain,2,2,3,1,4.19926038622555,3.335625,0.771687883074022,5,10,0.1366506218910220,0.2671580096232290,0.3360065221786500,0.5681410152317080,0.2623657944794900,0.07667749,0.18290432,0.16907182,8.222222222222220,14.88888888888890
183,adults,,G,FALSE,183__5418_9.jpg,../data/adults/stimuli_G/183__5418_9.jpg,a drawing of a mushroom with a face on it,,A mushroom with a spotted cap and a simple stem,,5,0.353207051753998,0.3,2.0,mushroom,,,2,2,2,1,4.63157311591102,4.06625,0.870836718115353,2,8,0.1876752376556400,0.3307832280034790,0.4365308284759520,0.6303147249119060,0.2674190045043560,0.059780736,0.14817676,0.06685609,5.6923076923076900,6.7
197,adults,,G,FALSE,197__5470_9.jpg,../data/adults/stimuli_G/197__5470_9.jpg,a drawing of a man with a hat on his head,,"Stick figure with arms and legs, circular head, and a curved line body",,5,0.45185661315918,0.47,39.0,person(s),,,2,2,2,1,4.12384128492579,3.1475,0.693682664054848,5,7,0.1575050856169990,0.2884131245859330,0.3931731816037400,0.554092904753958,0.2731543817673810,0.09431039,0.20696321,0.09132329,7.7894736842105300,16.75
203,adults,,G,FALSE,203__4073_9.jpg,../data/adults/stimuli_G/203__4073_9.jpg,a drawing of a rainbow and clouds with a person smiling,,Rainbow over clouds and a geometric object below,,3,0.52845561504364,0.57,64.0,rainbow,clouds,pot of gold,1,3,2,1,4.59841959387393,5.373125,0.943736578382248,1,8,0.157701313495636,0.318231621927965,0.4250962734222410,0.5366386302780960,0.2040289341999110,0.13604061,0.25021487,0.1541237,74.0,19.142857142857100
223,adults,,G,FALSE,223__4143_9.jpg,../data/adults/stimuli_G/223__4143_9.jpg,a drawing of a bird standing on a wire fence,,"Bird with wings spread, perched on a grid-like structure",,4,0.679289937019348,0.63,79.0,abstract doodle/hard to interpret,,,1,1,3,1,4.77147649006106,5.468125,0.88793600461228,1,9,0.1900641322135930,0.4113621711730960,0.5086776321338190,0.6578367957412910,0.3430070789375140,0.15653633,0.2708931,0.22142014,4.774193548387100,22.333333333333300
242,adults,,G,FALSE,242__4167_9.jpg,../data/adults/stimuli_G/242__4167_9.jpg,a drawing of a person holding a sign with a face on it,,Simple human figure with big head and stick-like limbs,,3,0.579840064048767,0.57,66.0,person(s),,,2,2,3,1,4.40029023072051,4.418125,0.797687366167024,2,10,0.1652210354804990,0.3356153766994290,0.428522620885215,0.6774337544267020,0.2673045118615110,0.08301112,0.22735596,0.1253584,7.7894736842105300,16.75
247,adults,,G,FALSE,247__4179_9.jpg,../data/adults/stimuli_G/247__4179_9.jpg,a close up of a drawing of a bear ' s face with a nose,,Simple drawing of an animal face with round ears,,4,0.600187659263611,0.5,48.0,creature(s),,,2,2,3,1,3.63347790283842,2.48625,0.716624178183282,9,3,0.1698461771011350,0.3105706963113160,0.3774932622909550,0.3751470000064820,0.2500318766900700,0.10664664,0.25537306,0.19149376,21.142857142857100,16.75
259,adults,,G,FALSE,259__4203_9.jpg,../data/adults/stimuli_G/259__4203_9.jpg,a drawing of a circle with a square in the middle,,Abstract grid pattern with a square inside a circle,,3,0.567493557929993,0.56,62.0,abstract doodle/hard to interpret,,,1,1,1,0.5,4.86388550851446,9.980625,0.689042241739858,1,37,0.1772446632385250,0.3952478405980960,0.452649636645604,0.6477836684235370,0.251193468960845,0.15761688,0.46541977,0.17125931,4.774193548387100,6.090909090909090
263,adults,,G,FALSE,263__7333_9.jpg,../data/adults/stimuli_G/263__7333_9.jpg,drawing of a man and woman under an umbrella in the rain,,Two stick figures under an umbrella with raindrops falling around,,5,0.486355781555176,0.54,57.0,umbrella,person(s),rain,2,3,4,1,4.65827729289014,6.243125,0.708733483725427,17,12,0.1688189405906820,0.3731803707236160,0.375277042388916,0.6990094917535330,0.3563454315259630,0.05530908,0.16083014,0.14897521,8.222222222222220,14.88888888888890
265,adults,,G,FALSE,265__4227_9.jpg,../data/adults/stimuli_G/265__4227_9.jpg,a drawing of a woman with a long hair and a dress,,"Person with wings and a bag, standing upright",,5,0.609381794929504,0.66,86.0,angel,,,2,3,4,1,5.12156656693498,6.71375,0.731900662661795,1,14,0.2096015686034210,0.4593805509621070,0.5442444384098050,0.6566922700595880,0.2964788289024750,0.1607966,0.27521333,0.24121293,148.0,22.333333333333300
269,adults,,G,FALSE,269__4249_9.jpg,../data/adults/stimuli_G/269__4249_9.jpg,drawing of a man with a dog and a cat in a room,,Hard to interpret,,2,0.791100442409515,0.81,98.0,person(s),heart,hug,2,3,4,1,5.24512241198622,10.165,0.532903174094261,3,14,0.2484451532363890,0.4582867460932360,0.628205202328848,0.6125613910970760,0.3591883294729350,0.0,0.2283978,0.21488419,7.7894736842105300,9.571428571428570
275,adults,,G,FALSE,275__4260_9.jpg,../data/adults/stimuli_G/275__4260_9.jpg,a drawing of a man holding an umbrella in the rain,,Simple outline of a mushroom or umbrella with details,,4,0.398775905370712,0.36,12.0,mushroom,,,2,2,2,1,4.39380774170602,3.216875,0.956145846385165,1,8,0.0734674930572509,0.1579277703675890,0.1955811737650980,0.4769416971661780,0.2335586765731160,0.065029755,0.18112938,0.118945815,5.6923076923076900,7.882352941176470
285,adults,,G,FALSE,285__4284_9.jpg,../data/adults/stimuli_G/285__4284_9.jpg,a drawing of a man ' s face with a frown on his face,,Abstract drawing of a face with exaggerated features and prominent outlines,,4,0.630351781845093,0.66,84.0,face,,,2,3,4,1,4.69271008505202,7.536875,0.598522416759437,8,15,0.1551465140326770,0.3873151175567570,0.4205196499824520,0.7298464986815980,0.2592436858840800,0.11536632,0.39808825,0.149056,21.142857142857100,7.444444444444450
287,adults,,G,FALSE,287__5661_9.jpg,../data/adults/stimuli_G/287__5661_9.jpg,a drawing of a table with a umbrella on top of it,,"A simple table with a large, dome-shaped umbrella",,5,0.389281570911407,0.42,27.0,abstract doodle/hard to interpret,,,2,1,1,0.5,4.02499575427478,2.095,0.92059043348281,1,8,0.1599252223968510,0.3804286760475020,0.3800906908458050,0.5047068685307020,0.2217341025748070,0.121637784,0.20866904,0.15062085,4.774193548387100,10.307692307692300
298,adults,,G,FALSE,298__4324_9.jpg,../data/adults/stimuli_G/298__4324_9.jpg,a drawing of a person holding an umbrella in the rain,,A large mushroom with smaller ones and rain,,5,0.449856907129288,0.55,61.0,mushroom,rain,,2,2,2,1,4.81990414338029,6.916875,0.552022948664316,10,16,0.1604860424995420,0.3096588828854730,0.4044152916793610,0.7056174337983610,0.3675944666100350,0.110737346,0.21015432,0.15259944,5.6923076923076900,6.7
301,adults,,G,FALSE,301__5703_9.jpg,../data/adults/stimuli_G/301__5703_9.jpg,a drawing of a person holding a slice of pizza in their hand,,"A figure with a round head, face, and stick body holding something",,3,0.533449769020081,0.54,57.0,abstract doodle/hard to interpret,pizza,,1,1,4,1,4.36133432245917,4.73625,0.860785439042388,8,11,0.179736305490951,0.3554721282563240,0.4439982175827030,0.6895985598143000,0.296180343471722,0.08957903,0.25794205,0.15173423,4.774193548387100,16.75
302,adults,,G,FALSE,302__4347_9.jpg,../data/adults/stimuli_G/302__4347_9.jpg,a drawing of a smiley face with a black outline on a white background,,A simple drawing of a face with eyes and a smile,,5,0.371092617511749,0.39,21.0,face,,,2,2,2,1,4.05667810036819,3.87,0.470281240939403,8,6,0.163897156715393,0.2724891684201110,0.3813358914055880,0.4430281959664750,0.2376215995801470,0.09124108,0.22991116,0.102435924,21.142857142857100,7.444444444444450
315,adults,,G,FALSE,315__5727_9.jpg,../data/adults/stimuli_G/315__5727_9.jpg,a drawing of a umbrella with rain coming out of it,,Abstract drawing of an umbrella with water and raindrops,,4,0.430988669395447,0.59,71.0,umbrella,person(s),rain,2,3,2,0.5,4.26558409408329,3.668125,0.69261104192611,4,9,0.1060220599174500,0.2428619410313320,0.2717694802146830,0.4380543775500970,0.2363160209185800,0.08690614,0.20404115,0.12554425,8.222222222222220,10.307692307692300
324,adults,,G,FALSE,324__5744_9.jpg,../data/adults/stimuli_G/324__5744_9.jpg,a close up of a drawing of a face with a frown,,"Simple face with eyes, eyebrows, nose, and a smile",,4,0.415145725011826,0.41,26.0,face,,,2,2,2,1,4.64276020766215,3.37625,0.802661551372737,5,5,0.1909711360931400,0.2598431485844590,0.4443886280059810,0.4686603721125880,0.2340503832293180,0.076005295,0.33870783,0.11974299,21.142857142857100,7.444444444444450
340,adults,,G,FALSE,340__5785_9.jpg,../data/adults/stimuli_G/340__5785_9.jpg,a drawing of a house with a square in the middle,,Circle and square shapes with smaller squares at each corner,,3,0.530236840248108,0.64,82.0,abstract doodle/hard to interpret,,,1,1,1,1,4.46416171731874,6.999375,0.605677557579004,4,13,0.1607646942138670,0.338297108957085,0.4339399337768550,0.5501579006998990,0.2470418966960480,0.155249,0.2924574,0.16464558,4.774193548387100,6.090909090909090
346,adults,,G,FALSE,346__5809_9.jpg,../data/adults/stimuli_G/346__5809_9.jpg,a drawing of a mushroom on a table with a person sitting on it,,A mushroom with large spots on top of a curved object,,4,0.382640391588211,0.47,39.0,mushroom,,,2,2,2,1,4.49860933413244,6.651875,0.650274821658286,1,12,0.1632719733281110,0.2999757319681560,0.4072209596633910,0.6355922634414000,0.333975481394285,0.082588345,0.21034737,0.11520262,5.6923076923076900,6.7
356,adults,,G,FALSE,356__5842_9.jpg,../data/adults/stimuli_G/356__5842_9.jpg,a black and white drawing of a man with a bird on his head,,Stylized face with spiky hair and rectangular mouth,,4,0.62300169467926,0.61,76.0,creature(s),,,2,2,2,1,4.87611249016287,6.11,0.787944096133751,2,16,0.2035867693177910,0.3146837149466190,0.5269996978938490,0.6333836515319900,0.3217025033665190,0.12234008,0.30035552,0.17899737,21.142857142857100,7.444444444444450
375,adults,,G,FALSE,375__5945_9.jpg,../data/adults/stimuli_G/375__5945_9.jpg,drawing of a black and white umbrella with a long arrow pointing to it,,Umbrella with arrow pointing upwards under it,,4,0.387750059366226,0.43,29.0,abstract doodle/hard to interpret,,,2,0,1,0.5,4.0527056978882,2.9125,0.743942804183768,1,8,0.1598837375640870,0.3122210912572680,0.3791800737380980,0.6398353901933150,0.2519699367700750,0.1098849,0.18479718,0.13256235,4.774193548387100,10.307692307692300
392,adults,,G,FALSE,392__6012_9.jpg,../data/adults/stimuli_G/392__6012_9.jpg,a drawing of a black and white umbrella with a white background,,Simple drawing of a mushroom with a round cap and stem,,5,0.273166567087173,0.23,0.0,tracing,,,2,20,1,1,4.01729574681714,2.076875,0.954977136827295,1,9,0.1220729351043700,0.2062505606562220,0.260427550102921,0.4633972877419210,0.1980803232060160,0.03687815,0.18153544,0.101875305,24.666666666666700,7.882352941176470
415,adults,,G,FALSE,415__7553_9.jpg,../data/adults/stimuli_G/415__7553_9.jpg,a drawing of a face with two faces drawn on it,,Smiling face with tears and squiggly lines above,,3,0.554336905479431,0.58,69.0,abstract doodle/hard to interpret,,,1,1,2,0.5,4.48782486778978,6.509375,0.440987567026103,7,10,0.1927871704101560,0.285609956289225,0.4680678685923770,0.6728692675575520,0.2573498065595210,0.13669565,0.28921992,0.14604884,4.774193548387100,7.444444444444450
427,adults,,G,FALSE,427__6116_9.jpg,../data/adults/stimuli_G/427__6116_9.jpg,drawing of a man holding an umbrella with a smile on his face,,Simple outline of a mushroom with cap and stem,,4,0.330671757459641,0.31,3.0,mushroom,,,2,2,2,1,4.22897786386805,3.03875,0.96026977314531,1,6,0.1294207572937010,0.2221423387527470,0.2812717221651360,0.5954618589597250,0.2468674469712300,0.056062877,0.1705265,0.073772795,5.6923076923076900,7.882352941176470
434,adults,,G,FALSE,434__7586_9.jpg,../data/adults/stimuli_G/434__7586_9.jpg,a drawing of a person sitting on a chair under a umbrella,,"Umbrella on a stand with droplets above, resembling rain",,4,0.378701627254486,0.4,23.0,abstract doodle/hard to interpret,,,1,1,1,0.5,4.16508325559843,2.520625,0.952678571428571,10,7,0.1697662371536340,0.2847747163273110,0.3636794090271000,0.6665979742683500,0.2470593928436720,0.10678239,0.252428,0.14983675,4.774193548387100,10.307692307692300
445,adults,,G,FALSE,445__7631_9.jpg,../data/adults/stimuli_G/445__7631_9.jpg,a drawing of a basketball court with a ball on the court,,Simple line drawing of a stick figure under an arch,,4,0.298119246959686,0.31,3.0,blank,,,2,10,0,0,3.15433576622159,1.304375,0.680680680680681,3,4,0.1243931651115420,0.2532484459801090,0.307126281302534,0.1946782234259650,0.1684447705059720,0.113386475,0.29880008,0.19350918,74.0,6.090909090909090
453,adults,,G,FALSE,453__6216_9.jpg,../data/adults/stimuli_G/453__6216_9.jpg,a drawing of a mushroom with a face on it,,A mushroom with a spotted cap and a thick stem,,5,0.266840279102325,0.29,1.0,mushroom,,,2,2,2,1,4.48816330763295,5.5025,0.94380945358012,2,9,0.2083025102795650,0.3700891545441490,0.4935532212257390,0.7106561168352100,0.2887997467055800,0.07653636,0.14662425,0.062091894,5.6923076923076900,6.7
454,adults,,G,FALSE,454__7725_9.jpg,../data/adults/stimuli_G/454__7725_9.jpg,a drawing of a man in a lab coat and boots,,"Simple drawing of a person with large arms, no facial features",,5,0.53689843416214,0.54,56.0,person(s),,,2,2,3,1,4.41994724136033,5.05125,0.677964762581971,2,9,0.1458716392517090,0.3316328923921040,0.4057369232177730,0.7042393221547630,0.2769651901639930,0.12168057,0.19567516,0.08824156,7.7894736842105300,7.444444444444450
456,adults,,G,FALSE,456__7749_9.jpg,../data/adults/stimuli_G/456__7749_9.jpg,a drawing of a man with a headband on his head,,A simplistic face with curly hair and large eyes,,5,0.738808810710907,0.56,63.0,face,,,2,3,4,1,6.09045436938987,19.61375,0.340874409591861,7,60,0.2058256268501280,0.3341187238693240,0.4822043622197020,0.7654399964428090,0.2800743816487440,0.10253608,0.33331144,0.13427386,21.142857142857100,7.444444444444450
458,adults,,G,FALSE,458__7773_9.jpg,../data/adults/stimuli_G/458__7773_9.jpg,drawing of a beach scene with a sun and a beach chair,,Two people relaxing under a beach umbrella with a radio,,5,0.685833990573883,0.73,94.0,umbrella,people,beach,2,3,4,1,5.09245308153318,10.1825,0.557096488639717,4,18,0.2115940921548540,0.5572409233964300,0.5493809014189770,0.6285036626019290,0.4368737398906020,0.1472983,0.20285717,0.2095584,8.222222222222220,22.333333333333300
464,adults,,G,FALSE,464__7832_9.jpg,../data/adults/stimuli_G/464__7832_9.jpg,a drawing of a man with a haircut and a beard,,"Person with large, spiky hair and a simple body outline",,4,0.625217080116272,0.59,70.0,person(s),hair,,2,3,4,1,5.8370897037265,16.375,0.738938177721448,3,35,0.1890287882668490,0.3927255091883390,0.484674334526062,0.7799259518321810,0.3203869058212780,0.12033645,0.38941565,0.14978582,7.7894736842105300,7.444444444444450
466,adults,,G,FALSE,466__7856_9.jpg,../data/adults/stimuli_G/466__7856_9.jpg,a drawing of a ladder leading to the sun over a body of water,,Sun rising over water with a ladder in front,,5,0.66778963804245,0.74,95.0,sunset,pier,water,2,3,2,1,4.97285586415377,9.275,0.404292894987094,20,24,0.2041825530420200,0.4731849117985310,0.5292277336120610,0.6529004102157010,0.3279916122919200,0.15388905,0.44023973,0.21991257,74.0,22.333333333333300
481,adults,,G,FALSE,481__7947_9.jpg,../data/adults/stimuli_G/481__7947_9.jpg,cartoon stick man with umbrella and stick man with stick man holding umbrella,,Two stick figures under an umbrella with rain falling,,5,0.58482825756073,0.63,79.0,umbrella,person(s),rain,2,3,3,1,4.66771398510257,7.493125,0.669582984073764,23,14,0.1733816162716360,0.3929752526573910,0.3885163482581480,0.7127022098213220,0.3685479051097670,0.051066525,0.19304955,0.1708299,8.222222222222220,14.88888888888890
482,adults,,G,FALSE,482__7959_9.jpg,../data/adults/stimuli_G/482__7959_9.jpg,a drawing of a person holding an umbrella in the rain,,Stylized umbrella with rain falling around it,,4,0.476844370365143,0.53,55.0,umbrella,rain,,2,1,1,1,4.04100865136931,3.70875,0.651973250447396,15,9,0.1398830497195140,0.291700699678084,0.3498810335958310,0.7482878425294950,0.2527991453182850,0.08729472,0.25815743,0.13588801,8.222222222222220,10.307692307692300
484,adults,,G,FALSE,484__7983_9.jpg,../data/adults/stimuli_G/484__7983_9.jpg,a drawing of a mushroom with eyes and a nose,,A mushroom with a decorated cap and simple stem is drawn,,5,0.225563913583756,0.34,9.0,mushroom,,,2,2,2,1,4.45685337756137,4.6425,0.805924071756362,2,8,0.1201338768005370,0.2243232495881090,0.2885989718794200,0.6688627920631100,0.2892426990932810,0.041880686,0.12020489,0.075425304,5.6923076923076900,7.882352941176470
485,adults,,G,FALSE,485__7995_9.jpg,../data/adults/stimuli_G/485__7995_9.jpg,a drawing of a basketball hoop with a basketball ball on it,,American football helmet with faceguard,,5,0.524261832237244,0.57,67.0,basketball basket,,,2,2,3,1,4.76941482605538,5.379375,0.333040491973485,1,16,0.2676296234130860,0.5214598036247430,0.6349654793739320,0.697546870287074,0.295378815695639,0.21460009,0.3713619,0.19094007,74.0,6.090909090909090
486,adults,,G,FALSE,486__8006_9.jpg,../data/adults/stimuli_G/486__8006_9.jpg,a drawing of a person with a hat and a dress,,Simple stick figure with round head and oversized body shape,,4,0.422353595495224,0.44,32.0,person(s),,,2,1,2,1,4.86407324646711,4.25,0.636372472783826,1,7,0.1643589735031130,0.3323038021416600,0.4116523265838620,0.6413394600953080,0.2705732880448310,0.07806267,0.21764438,0.08669929,7.7894736842105300,16.75
487,adults,,G,FALSE,487__8018_9.jpg,../data/adults/stimuli_G/487__8018_9.jpg,a drawing of a man holding a umbrella over his head,,Stick figure holding a large umbrella with both hands,,5,0.425235569477081,0.48,40.0,umbrella,person(s),,1,1,2,1,4.15724823770383,2.611875,0.890509873268494,1,5,0.1702333688735960,0.2996989071189690,0.3951079249382020,0.5174906870344500,0.2268857173148790,0.08391706,0.21028754,0.13617492,8.222222222222220,14.88888888888890
