pid,creator,age,stimuli,inverted,filename,filepath,blip_caption,blip_caption_correct,gpt_caption,gpt_caption_correct,gpt_caption_confidence,originality_audra,originality_ocs,percentile_ocs,category1,category2,category3,confidence,creativity,creativity2,used_mask,line_thickness,ink_density,ink_fraction_inside_mask,number_of_components,number_of_lines,dist_from_base_caption_gtelarge,dist_from_base_caption_gte,dist_from_base_caption_stella,dist_from_base_shape_dino,dist_from_base_shape_clip,text_10NN_gtelarge,image_10NN_dino,image_10NN_clip,inverse_category_frequency,inverse_cluster_frequency_gtelarge
1011,children,5.0,G,TRUE,1011.png,../data/children/stimuli_G/1011.png,a drawing of a bird with a face and a beak,,"A figure with a round body, rectangle arms, and a face with spikes",,4,0.6874053478240970,0.67,87.0,creature/monster,,,2.0,2.0,3,1,6.89491620779888,11.216875,0.7886446721126510,5,27,0.1888814455937460,0.3344837228799970,0.47725460068854,0.7078501145161710,0.3364545948727260,0.10824418,0.23482342,0.13684328,7.4,4.153846153846150
1012,children,6.0,G,TRUE,1012.png,../data/children/stimuli_G/1012.png,drawing of a hand with a finger on it,,Hard to interpret,,2,0.499893456697464,0.54,56.0,person(s),,,1.0,2.0,2,1,4.0816539301574400,4.010625,0.4435523715415020,3,11,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.6707558141868230,0.2751145246480380,0.0,0.25277707,0.14490472,8.705882352941180,2.6341463414634100
1013,children,5.0,G,FALSE,1013.png,../data/children/stimuli_G/1013.png,drawing of a man and a woman in a window with a cat,,A house with two figures and a cat in a window,,5,0.6133517622947690,0.66,86.0,house,person(s),,2.0,3.0,4,1,4.675609040322900,10.878125,0.6494065529923100,2,29,0.222400426864624,0.457182212387985,0.5148134086970510,0.7631154187285340,0.3276770925305980,0.17313483,0.2791803,0.16979225,37.0,15.428571428571400
1014,children,5.0,G,FALSE,1014.png,../data/children/stimuli_G/1014.png,drawing of a man with a cell phone in his hand,,"Humanoid figure with a round body, smiling face, and extended arms",,4,0.4978702068328860,0.48,40.0,person,hands,(smiley) face,2.0,2.0,2,1,3.984886195182550,3.323125,0.4983926964124980,1,3,0.1952650547027590,0.3555230902291260,0.5112479627132420,0.556190138249538,0.2718749187322200,0.085638046,0.24873105,0.13741484,8.705882352941180,4.153846153846150
1015,children,6.0,G,TRUE,1015.png,../data/children/stimuli_G/1015.png,drawing of a bird with a flower in its beak,,Abstract sketch resembling a crab-like creature with geometric patterns,,3,0.7711664438247680,0.78,97.0,creature/monster,frown,,2.0,3.0,4,1,5.017693966383140,18.70375,0.5128226501069710,1,49,0.1218766497447090,0.3750784210884100,0.3875360488891600,0.753295654157947,0.3080470376805580,0.11290139,0.37127513,0.14864069,7.4,5.684210526315790
1016,children,5.0,G,FALSE,1016.png,../data/children/stimuli_G/1016.png,drawing of a mushroom with a stick sticking out of it,,Drawing of a mushroom with a textured cap and straight stem,,5,0.5784122943878170,0.48,41.0,mushroom,circles,,2.0,2.0,2,1,4.942622605295080,8.396875,0.9574236433442210,2,15,0.1327478885650630,0.2205382949274270,0.3050895747488980,0.7647862644125280,0.2892660606972210,0.05264809,0.16712299,0.0886453,7.047619047619050,5.684210526315790
1017,children,5.0,G,FALSE,1017.png,../data/children/stimuli_G/1017.png,drawing of a person with a hat and a dress on,,A simple stick figure with a smiley face and outstretched arms,,4,0.4905520677566530,0.48,40.0,person,hands,,2.0,2.0,3,1,3.878157079441560,3.14625,0.5850889192886460,3,7,0.1649467846782920,0.2800875258523970,0.4145150184631350,0.6510865183097530,0.2671915501739180,0.100160405,0.23561004,0.12406695,8.705882352941180,4.153846153846150
1018,children,6.0,G,FALSE,1018.png,../data/children/stimuli_G/1018.png,drawing of a tie on a white paper with a pencil,,Hard to interpret,,2,0.4844086170196530,0.48,40.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1,3.684551531154970,6.11875,0.4481732632161640,3,14,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.6374647783315180,0.2240851735505220,0.0,0.31732598,0.122609496,3.217391304347830,2.6341463414634100
1019,children,6.0,G,FALSE,1019.png,../data/children/stimuli_G/1019.png,drawing of a black and white picture of a clock with a number 11,,Hard to interpret,,1,0.3753101229667660,0.37,14.0,completing,,,2.0,0.0,2,1,4.038893998136180,1.7175,0.9098626716604240,4,5,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.2081010905735580,0.1315473177878110,0.0,0.21378092,0.09573607,12.333333333333300,2.6341463414634100
1020,children,6.0,G,FALSE,1020.png,../data/children/stimuli_G/1020.png,a drawing of a mushroom with a face drawn on it,,A simple mushroom drawing with three spots on its cap,,5,0.3265511393547060,0.34,9.0,abstract doodle/hard to interpret,circles,,1.0,1.0,2,1,3.926380368651640,2.99,0.8316348500071770,5,4,0.1163991550923340,0.2209136849914100,0.2928843287493090,0.5864851166835570,0.2868682898243450,0.04976833,0.16307151,0.12342181,3.217391304347830,5.684210526315790
1022,children,5.0,G,FALSE,1022.png,../data/children/stimuli_G/1022.png,drawing of a cartoon cat with a clock on its head,,Hard to interpret,,1,0.5493367910385130,0.66,85.0,creature/monster,,,1.0,2.0,2,1,2.886891543098900,3.51875,0.7542672772689430,5,10,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.6537831686794590,0.3026345672959190,0.0,0.21669802,0.13807657,7.4,2.6341463414634100
1023,children,6.0,G,FALSE,1023.png,../data/children/stimuli_G/1023.png,drawing of a drawing of a person holding an umbrella,,Umbrella over abstract face with squiggly lines above,,3,0.5253176093101500,0.48,41.0,umbrella,rain,,1.0,2.0,3,1,3.060424682428920,5.1825,0.4455687118765700,6,36,0.1178484559059140,0.2580233591205880,0.3058304190635680,0.7367123987800510,0.2419166137785000,0.13229223,0.3647545,0.13582781,148.0,10.8
1024,children,5.0,G,FALSE,1024.png,../data/children/stimuli_G/1024.png,drawing of a person holding an umbrella with a string attached to it,,Hard to interpret,,3,0.569675624370575,0.58,67.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1,5.548356276375310,12.69875,0.8721863686447350,3,42,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.7855635453892270,0.2710934667136240,0.0,0.38891238,0.13405679,3.217391304347830,2.6341463414634100
1025,children,6.0,G,TRUE,1025.png,../data/children/stimuli_G/1025.png,drawing of a basket of fruit with two forks and a spoon,,Balls in a net with two parallel vertical lines above,,4,0.5624940395355230,0.54,58.0,abstract doodle/hard to interpret,circles,lines,1.0,1.0,3,1,4.622254681694100,10.180625,0.8975784588521800,1,53,0.1865755319595340,0.4308507103234940,0.4460327625274660,0.6717236646085230,0.3683318305790060,0.19605358,0.33388212,0.23931238,3.217391304347830,6.352941176470590
1026,children,6.0,G,FALSE,1026.png,../data/children/stimuli_G/1026.png,drawing of a scarecrow with a number on it,,Abstract shape with spiral text beneath; possibly a robot or figure,,2,0.6201397776603700,0.75,95.0,creature/monster,writing,,1.0,2.0,3,1,4.16711365164224,8.60375,0.5695749208491200,7,33,0.1534362526796000,0.3642536212281470,0.4382237028546240,0.7791942372875730,0.3541978177456260,0.11869605,0.4048973,0.21018958,7.4,9.818181818181820
1027,children,6.0,G,TRUE,1027.png,../data/children/stimuli_G/1027.png,drawing of a clock with a clock face and a clock face on it,,Hard to interpret,,2,0.5627028942108150,0.64,81.0,submarine,,,2.0,3.0,1,1,3.9213417759238500,4.33,0.385205587251623,12,8,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.59570741428058,0.2442850877463670,0.0,0.35286897,0.14235958,148.0,2.6341463414634100
1028,children,6.0,G,TRUE,1028.png,../data/children/stimuli_G/1028.png,drawing of a smiling face with a striped face and a square nose,,"Face with big eyes and a wide, striped, semi-circular shape",,4,0.5674240589141850,0.53,55.0,(smiley) face,lines ,,1.0,1.0,2,1,4.672842432148480,6.174375,0.8732674783674100,2,13,0.2032410260151540,0.3813895810478660,0.5019598007202150,0.6599157303527990,0.2874847593328740,0.11438916,0.270233,0.17502326,16.444444444444400,4.153846153846150
1029,children,5.0,G,FALSE,1029.png,../data/children/stimuli_G/1029.png,drawing of a t - shirt with a tie on it,,Hard to interpret,,1,0.2598397135734560,0.24,0.0,completing,,,2.0,0.0,0,1,3.4076274541149100,1.466875,0.8644524236983840,2,3,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.3861908674489990,0.1900221453105580,0.0,0.1904684,0.100722,12.333333333333300,2.6341463414634100
2001,children,4.0,G,FALSE,2001.png,../data/children/stimuli_G/2001.png,drawing of a door in a hole with a arrow pointing to it,,Hard to interpret,,3,0.4846611618995670,0.54,57.0,abstract doodle/hard to interpret,encircled,,2.0,0.0,1,0.5,3.358778839350350,4.875,0.4945679012345680,14,9,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.6352389377656450,0.1966376652234330,0.0,0.41052967,0.11913904,3.217391304347830,2.6341463414634100
2002,children,4.0,G,FALSE,2002.png,../data/children/stimuli_G/2002.png,drawing of a cartoon elephant with a big nose and a big nose,,Simple drawing resembling a mushroom with a stem and spots,,4,0.3167909979820250,0.45,34.0,creature/monster,cricles,,1.0,1.0,2,1,3.47127195384722,2.51625,0.8078988941548180,6,4,0.0988272310701269,0.190988993376165,0.2399713397026060,0.5914004442845920,0.3078779701546050,0.04572022,0.2162935,0.1313978,7.4,5.684210526315790
2003,children,5.0,G,FALSE,2003.png,../data/children/stimuli_G/2003.png,drawing of a man with a tie and a heart in his chest,,Abstract drawing with heart shape in mushroom-like outline,,3,0.528679609298706,0.6,73.0,abstract doodle/hard to interpret,,,1.0,0.0,2,1,5.780848986216900,4.926875,0.9783595787846580,7,7,0.1083833905572710,0.2481090798410500,0.3046985268592830,0.605739889840515,0.2701721776153190,0.08778003,0.21048804,0.1262811,3.217391304347830,5.684210526315790
2004,children,4.0,G,FALSE,2004.png,../data/children/stimuli_G/2004.png,arafed drawing of a clock with a number four on it,,Hard to interpret,,2,0.3148932754993440,0.27,1.0,abstract doodle/hard to interpret,,,1.0,0.0,0,0,3.717144274286460,1.416875,0.914577530176416,7,3,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.1450282947497180,0.0922121688899326,0.0,0.22950459,0.09831412,3.217391304347830,2.6341463414634100
2009,children,5.0,G,FALSE,2009.png,../data/children/stimuli_G/2009.png,drawing of a mushroom with a long stem on a white background,,Simple line drawing of a mushroom,,5,0.3345800042152410,0.37,14.0,mushroom,,,1.0,2.0,2,1,4.079553123987290,4.201875,0.9447072427204880,16,10,0.0792132568828294,0.1845774407558870,0.2109362012705910,0.7671903238472620,0.2969763919190550,0.047991443,0.16072154,0.08397515,7.047619047619050,5.684210526315790
2010,children,5.0,G,FALSE,2010.png,../data/children/stimuli_G/2010.png,drawing of a umbrella with a line drawing of a person holding a umbrella,,Simple mushroom shape with lines on the cap,,5,0.3842938840389250,0.42,26.0,abstract doodle/hard to interpret,lines,,1.0,1.0,2,1,5.239260733700840,5.320000000000000,0.989421456656057,2,13,0.1144908666610720,0.2531677857985430,0.2987042665481570,0.7126239102895510,0.2312978883308990,0.05708438,0.2518164,0.11959344,3.217391304347830,6.352941176470590
2011,children,6.0,G,FALSE,2011.png,../data/children/stimuli_G/2011.png,drawing of a bird sitting on top of a dress on a white background,,Hard to interpret,,2,0.3853660225868230,0.45,34.0,bird,wings,,1.0,2.0,3,1,3.6617635299204100,2.874375,0.6629662522202490,1,4,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.5707321623412590,0.2395205210663690,0.0,0.20489821,0.13427918,148.0,2.6341463414634100
2012,children,5.0,G,FALSE,2012.png,../data/children/stimuli_G/2012.png,a drawing of a mushroom with a face drawn on it,,Hard to interpret,,2,0.3465390801429750,0.42,27.0,abstract doodle/hard to interpret,lines,,2.0,0.0,1,0.5,3.870886293929020,3.45875,0.9568327268164140,2,11,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.5799485239922010,0.1994505009345660,0.0,0.29519966,0.11406287,3.217391304347830,2.6341463414634100
2013,children,5.0,G,TRUE,2013.png,../data/children/stimuli_G/2013.png,drawing of a cartoon character with a baseball bat and a baseball cap,,"Smiling figure with a round body, arms, and legs",,4,0.6204261779785160,0.7,91.0,pregancy,creature/monster,,1.0,2.0,4,1,4.588093039520790,9.995625,0.5613236187006680,6,17,0.1865806579589840,0.3220471537723290,0.5031655878772010,0.7619025373912930,0.3592334490697220,0.08924884,0.2985971,0.20367575,148.0,4.153846153846150
2014,children,6.0,G,FALSE,2014.png,../data/children/stimuli_G/2014.png,there is a drawing of a fan with a bunch of fruit on it,,Mushroom with spots and a rectangular base,,4,0.5848958492279050,0.52,52.0,mushroom,circles,,1.0,1.0,2,1,9.6586429387532,11.375625,0.9558021999801800,1,8,0.1603295015895900,0.3634241439952920,0.4302446076346810,0.7184479273126930,0.2813202201574020,0.06933603,0.31239593,0.1322792,7.047619047619050,6.352941176470590
2015,children,4.0,G,FALSE,2015.png,../data/children/stimuli_G/2015.png,drawing of a cartoon character with a knife and fork in his hand,,Hard to interpret,,2,0.66976398229599,0.56,63.0,abstract doodle/hard to interpret,lines,,2.0,0.0,2,1,5.251963775616660,10.759375,0.6872153325817360,1,19,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.6850335779467810,0.2943492994182290,0.0,0.2573045,0.15958408,3.217391304347830,2.6341463414634100
2016,children,4.0,G,FALSE,2016.png,../data/children/stimuli_G/2016.png,drawing of a person ' s foot with a shoe on it,,Hard to interpret,,2,0.4567429721355440,0.48,41.0,abstract doodle/hard to interpret,,,2.0,0.0,1,0,3.3719348202998300,4.381875,0.5357484228636970,2,11,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.714510842055746,0.2136761940487180,0.0,0.4028245,0.12285966,3.217391304347830,2.6341463414634100
2017,children,4.0,G,TRUE,2017.png,../data/children/stimuli_G/2017.png,drawing of a sink with a toothbrush and a toothbrush holder,,"Boat with chimneys, rainbow, and smiley face above water",,4,0.5409660339355470,0.62,77.0,boat,(smiley) face,rainbow,1.0,2.0,3,1,3.812603660897450,5.32875,0.3840073670478090,2,14,0.175065447386177,0.3435647487640380,0.422850489616394,0.6707353356896750,0.3043355401900120,0.16346148,0.36294907,0.17607675,74.0,10.8
2018,children,5.0,G,FALSE,2018.png,../data/children/stimuli_G/2018.png,drawing of a man with a hat and a tie on,,Abstract shape with a semicircular top and straight lines below,,4,0.3527321815490720,0.42,28.0,completing,,,2.0,0.0,1,1,4.268509025618150,2.704375,0.6510882402564540,3,3,0.132212434178961,0.3538598629152680,0.3758910708394960,0.5279575863530080,0.1920213471434910,0.09764911,0.20543142,0.10007737,12.333333333333300,6.352941176470590
3001,children,4.0,G,FALSE,3001.png,../data/children/stimuli_G/3001.png,drawing of a clock with a pencil and a pencil on a paper,,Hard to interpret,,1,0.3357106447219850,0.33,5.0,blank,,,1.0,10.0,0,0,3.0752324232970600,1.82,0.4271012006861060,39,3,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.4649513304207790,0.1380500995614200,0.0,0.34945312,0.112793945,49.333333333333300,2.6341463414634100
3002,children,6.0,G,FALSE,3002.png,../data/children/stimuli_G/3002.png,drawing of a t - shirt with a line drawing of a water drop,,Hard to interpret,,2,0.4584241509437560,0.56,63.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1,4.251453284071500,3.8675,0.8048667439165700,8,4,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.5366354078410650,0.2532360280392150,0.0,0.26279432,0.14767241,3.217391304347830,2.6341463414634100
3005,children,6.0,G,FALSE,3005.png,../data/children/stimuli_G/3005.png,drawing of a man with a tie and a umbrella,,Stick figure holding an umbrella and appearing to be surprised,,4,0.4561161994934080,0.63,80.0,person(s),parachute,,1.0,3.0,3,1,4.214877213208370,3.5062500000000000,0.6586198179979780,4,5,0.1673403282558710,0.2779646035976040,0.3715310096740720,0.5621088206632770,0.2096808670946220,0.13386197,0.22202449,0.11129756,8.705882352941180,10.8
3007,children,4.0,G,FALSE,3007.png,../data/children/stimuli_G/3007.png,drawing of a man standing in the water with a umbrella,,Mushroom-like shape with sketchy background and foreground elements,,3,0.6372407078742980,0.7,91.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1,7.427077002307640,31.734375,0.5223187916631510,8,127,0.1285864114761350,0.2285754586972680,0.3063738346099850,0.8305785254506050,0.2825243784540970,0.085846215,0.32684213,0.14738736,3.217391304347830,5.684210526315790
3008,children,6.0,G,FALSE,3008.png,../data/children/stimuli_G/3008.png,a drawing of a man with a bird on his head,,"Humanoid figure with round body, long neck, and smiling face",,4,0.5198837518692020,0.59,72.0,person(s),hands,,2.0,3.0,3,1,4.402166798705080,5.0125,0.3948732185822690,6,7,0.2074501986831290,0.4130784098231320,0.525217741727829,0.699454537029655,0.3600822061212870,0.09525209,0.2528024,0.16383679,8.705882352941180,4.153846153846150
3009,children,6.0,G,TRUE,3009.png,../data/children/stimuli_G/3009.png,there is a drawing of a smiling face with a book in the background,,"A rectangle and a large, curved, sharp-toothed smile",,3,0.5905200839042660,0.47,39.0,creature/monster,teeth,,1.0,2.0,2,1,5.580146363710380,5.381875,0.8570418801908470,3,6,0.2103885412216190,0.3502385229014460,0.5099086165428160,0.6271936074465200,0.3076227917482250,0.13268673,0.29019985,0.19435182,7.4,4.153846153846150
3010,children,4.0,G,TRUE,3010.png,../data/children/stimuli_G/3010.png,drawing of a man with a hat and a cell phone,,"Three faces in a boat shape with ""LOL"" written below",,4,0.5576517581939700,0.53,55.0,faces,,,1.0,1.0,2,1,4.301478855067610,4.452500000000000,0.8127633955448530,6,3,0.1811392795360500,0.3630605746227670,0.5033268928527830,0.5352857276139320,0.4244264172148040,0.15421073,0.23508242,0.28980595,148.0,4.153846153846150
3011,children,5.0,G,TRUE,3011.png,../data/children/stimuli_G/3011.png,drawing of a couple in a boat with a city in the background,,Three people on a boat under the moon,,4,0.6225136518478390,0.65,83.0,person(s),boat,,2.0,2.0,3,1,4.507168213702420,6.710625,0.7405455879410390,2,11,0.2415469740899210,0.5979234932615450,0.557051420211792,0.6005997618515820,0.366140065671275,0.21569932,0.2262676,0.2361432,8.705882352941180,10.8
3013,children,5.0,G,FALSE,3013.png,../data/children/stimuli_G/3013.png,drawing of a man with a hat and tie on his head,,"Cartoonish figure with large hat, smiling face, and outstretched arms",,3,0.5491937398910520,0.62,77.0,person(s),encircled,hair ,2.0,2.0,3,1,5.229129935120430,9.2,0.5940806705081190,7,14,0.1804835092733180,0.3052294825222600,0.4656626304589120,0.7797504246318900,0.308994914164295,0.0877067,0.2693316,0.1259226,8.705882352941180,4.153846153846150
3016,children,4.0,G,FALSE,3016.png,../data/children/stimuli_G/3016.png,drawing of a toilet with a seat and a toilet paper roll,,Circle with a square inside it,,5,0.3732366859912870,0.36,14.0,completing,,,2.0,0.0,1,1,3.309075001507210,2.298125,0.7111663412036220,2,4,0.204985499382019,0.3350143234436010,0.4637044668197630,0.4800807108141850,0.2092276755777380,0.1580981,0.27957192,0.14387432,12.333333333333300,6.352941176470590
3017,children,4.0,G,FALSE,3017.png,../data/children/stimuli_G/3017.png,a close up of a drawing of a mushroom on a white background,,Outline of an abstract shape resembling a mushroom with geometric features,,3,0.2454821765422820,0.27,1.0,completing,,,2.0,0.0,0,1,3.385421250798820,1.713125,0.9187408491947290,1,3,0.1052377820014950,0.2853464867277880,0.3056429624557500,0.3703397653632210,0.1646110666382260,0.06549367,0.21699688,0.13148686,12.333333333333300,5.684210526315790
3018,children,5.0,G,FALSE,3018.png,../data/children/stimuli_G/3018.png,drawing of a mushroom with dots on it ' s head,,A simple drawing of a mushroom,,5,0.4477156102657320,0.43,31.0,mushroom,circles,,1.0,1.0,2,1,4.16491268461534,3.57375,0.9684290604792700,18,3,0.0996131837598556,0.196593749218617,0.2474228739738460,0.6445298872492310,0.3002276501641910,0.036162633,0.2093081,0.1125587,7.047619047619050,5.684210526315790
3020,children,7.0,G,FALSE,3020.png,../data/children/stimuli_G/3020.png,drawing of a person holding an umbrella with a pencil in it,,Hard to interpret,,2,0.3129629790782930,0.32,4.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1,3.696833186190930,2.1881250000000000,0.7872508387606080,2,6,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.5880733882013030,0.2671840869636610,0.0,0.24661532,0.13431393,3.217391304347830,2.6341463414634100
3022,children,4.0,G,FALSE,3022.png,../data/children/stimuli_G/3022.png,drawing of a person holding an umbrella with a heart on it,,"An umbrella, parachute, and heart shape are depicted",,3,0.5806887149810790,0.69,89.0,abstract doodle/hard to interpret,heart,,2.0,0.0,1,1,4.284574489527550,7.02,0.6273099260823650,2,16,0.1340305209159850,0.2937083629878870,0.3253484964370730,0.7476898671121440,0.233099449689272,0.15226217,0.37656045,0.120380476,3.217391304347830,10.8
3023,children,4.0,G,FALSE,3023.png,../data/children/stimuli_G/3023.png,drawing of a person holding an umbrella in the rain,,Hard to interpret,,1,0.2834430336952210,0.25,0.0,tracing,,,2.0,20.0,0,0,3.672561401913130,1.428125,0.9336478914774400,5,3,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.4786914672758640,0.1061852403769460,0.0,0.25850353,0.09458759,148.0,2.6341463414634100
3024,children,4.0,G,FALSE,3024.png,../data/children/stimuli_G/3024.png,drawing of a person holding an umbrella with a white background,,Semi-circle with two vertical rectangular shapes below it,,4,0.3108017146587370,0.26,0.0,completing,,,1.0,0.0,2,0.5,3.8509928016347,1.495625,0.9613832853025940,3,4,0.1686680115857050,0.3571110772225580,0.4254811748575450,0.329620538472981,0.1199237445455490,0.13517995,0.2502523,0.10916581,12.333333333333300,6.352941176470590
3025,children,4.0,G,FALSE,3025.png,../data/children/stimuli_G/3025.png,a drawing of a person standing in front of a light bulb,,Hard to interpret,,1,0.5596182346343990,0.77,97.0,abstract doodle/hard to interpret,eye,lines,2.0,10.0,2,0,4.350207882325470,7.494375000000000,0.1540923076923080,18,13,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.5661597471885650,0.2534994655330920,0.0,0.3632092,0.14777172,3.217391304347830,2.6341463414634100
3026,children,5.0,G,FALSE,3026.png,../data/children/stimuli_G/3026.png,there is a drawing of a bird with a nest on it,,Hard to interpret,,2,0.4400226473808290,0.5,47.0,abstract doodle/hard to interpret,,,2.0,0.0,2,0.5,22.149062768223800,19.1,0.9280336029869320,2,12,0.2484450936317440,0.4582867895535690,0.6282051801681520,0.701598840198262,0.2793060733719580,0.0,0.30388322,0.16278261,3.217391304347830,2.6341463414634100
3028,children,4.0,G,FALSE,3028.png,../data/children/stimuli_G/3028.png,a drawing of a mushroom on a white background with a black outline,,Abstract shape resembling a mushroom or umbrella,,3,0.2107308506965640,0.23,0.0,completing,,,2.0,0.0,0,1,4.020246721051960,2.04625,0.7743142144638400,1,5,0.0872713327407836,0.1998761653863240,0.271522045135498,0.4395619689003920,0.1784957108615000,0.07760481,0.1846458,0.09490261,12.333333333333300,5.684210526315790
