creator,stimuli,image,filepath,blip_caption
children,R,5020.png,../data/children/stimuli_R/5020.png,drawing of a clock with a face and a candle on it
children,R,5021.png,../data/children/stimuli_R/5021.png,drawing of a house with a chimney and a door
children,R,5027.png,../data/children/stimuli_R/5027.png,drawing of a house with a window and a roof with a chimney
children,R,5028.png,../data/children/stimuli_R/5028.png,drawing of a kite with a triangular shape on it
children,R,5029.png,../data/children/stimuli_R/5029.png,drawing of a shield with a flag and a bird on top
children,R,6001.png,../data/children/stimuli_R/6001.png,there is a drawing of a ice cream cone with a face on it
children,R,6002.png,../data/children/stimuli_R/6002.png,drawing of a drawing of a ladder and a chair
children,R,6003.png,../data/children/stimuli_R/6003.png,drawing of a pencil with a heart and a piece of fruit on it
children,R,6004.png,../data/children/stimuli_R/6004.png,drawing of a person with a hat and a tie on
children,R,6005.png,../data/children/stimuli_R/6005.png,drawing of a person sitting in a lotus position with a book
children,R,6006.png,../data/children/stimuli_R/6006.png,drawing of a cartoon character with a hand up in the air
children,R,6007.png,../data/children/stimuli_R/6007.png,drawing of a man with arms outstretched in a pose
children,R,6008.png,../data/children/stimuli_R/6008.png,drawing of a drawing of a man with a face on a piece of paper
children,R,6009.png,../data/children/stimuli_R/6009.png,there is a kite that is flying in the sky with a string
children,R,6010.png,../data/children/stimuli_R/6010.png,drawing of a house with a window and a door on a white background
children,R,6011.png,../data/children/stimuli_R/6011.png,drawing of a bird with two eyes on a white background
children,R,6012.png,../data/children/stimuli_R/6012.png,drawing of a house with a fire coming out of it
children,R,6013.png,../data/children/stimuli_R/6013.png,drawing of a man with a tie on his head and a face drawn on it
children,R,6014.png,../data/children/stimuli_R/6014.png,drawing of a dog with a sign in its mouth
children,R,6015.png,../data/children/stimuli_R/6015.png,drawing of a drawing of a person in a pocket with a plant in it
children,R,6016.png,../data/children/stimuli_R/6016.png,drawing of a drawing of a bunch of flowers in a vase
children,R,6017.png,../data/children/stimuli_R/6017.png,drawing of a circle with a line drawing of a shield
children,R,6018.png,../data/children/stimuli_R/6018.png,drawing of a cartoon of a man with a sun on his head
children,R,6019.png,../data/children/stimuli_R/6019.png,drawing of a person sitting in a chair with a hand on the back of it
children,R,6020.png,../data/children/stimuli_R/6020.png,drawing of a cartoon rocket with a man sitting on a chair
children,R,7001.png,../data/children/stimuli_R/7001.png,drawing of a plane flying over a house with a plane flying over it
children,R,7002.png,../data/children/stimuli_R/7002.png,drawing of a basketball net with a basketball in it
children,R,7003.png,../data/children/stimuli_R/7003.png,drawing of a space station with a sign and a drawing of a man
children,R,7004.png,../data/children/stimuli_R/7004.png,there is a drawing of a umbrella with a bunch of umbrellas
children,R,7005.png,../data/children/stimuli_R/7005.png,drawing of a man holding a glass with a butterfly and a flower in it
children,R,7006.png,../data/children/stimuli_R/7006.png,there is a drawing of a cat with a collar and a nose
children,R,7007.png,../data/children/stimuli_R/7007.png,drawing of a house with a roof and a bird flying over it
children,R,7009.png,../data/children/stimuli_R/7009.png,drawing of a house with a window and a door with a window
children,R,7010.png,../data/children/stimuli_R/7010.png,drawing of a pencil with a face and a bunch of sticks sticking out of it
children,R,7011.png,../data/children/stimuli_R/7011.png,drawing of a house with a butterfly and flowers in the yard
children,R,7012.png,../data/children/stimuli_R/7012.png,drawing of a boat with a tower on top of it
children,R,7013.png,../data/children/stimuli_R/7013.png,drawing of a kite with a geometric shape on a white background
children,R,7014.png,../data/children/stimuli_R/7014.png,drawing of a bottle and a knife on a table
children,R,7015.png,../data/children/stimuli_R/7015.png,drawing of a dog with a crown on his head and a t - shirt on his chest
children,R,7016.png,../data/children/stimuli_R/7016.png,there is a black and white drawing of a vase on a white surface
children,R,7017.png,../data/children/stimuli_R/7017.png,drawing of a man with a bird on his head
children,R,7018.png,../data/children/stimuli_R/7018.png,drawing of a man standing on a ladder with a kite above his head
children,R,7019.png,../data/children/stimuli_R/7019.png,drawing of a cartoon cow with a hat and a tie
children,R,7020.png,../data/children/stimuli_R/7020.png,drawing of a cat with a sad face on a white sheet
children,R,7021.png,../data/children/stimuli_R/7021.png,there is a drawing of a wine glass with a bottle on it
children,R,7023.png,../data/children/stimuli_R/7023.png,drawing of a shield with two arms and a handle
children,R,7024.png,../data/children/stimuli_R/7024.png,drawing of a bird with a long beak and a long tail
children,R,7025.png,../data/children/stimuli_R/7025.png,drawing of a cartoon character with a square face and a tooth
children,R,7026.png,../data/children/stimuli_R/7026.png,drawing of a house with a window and a door
children,R,7027.png,../data/children/stimuli_R/7027.png,there is a drawing of a carrot with a face on it
children,R,7028.png,../data/children/stimuli_R/7028.png,drawing of a shield with a long tail on a white background
