creator,stimuli,image,filepath,blip_caption
children,G,5019.png,../data/children/stimuli_G/5019.png,drawing of a cartoon character with a face and arms
children,G,5020.png,../data/children/stimuli_G/5020.png,drawing of a smiley face with a speech bubble above it
children,G,5021.png,../data/children/stimuli_G/5021.png,drawing of a boat with a flag on top of it
children,G,5027.png,../data/children/stimuli_G/5027.png,there is a drawing of a vase with flowers in it
children,G,5028.png,../data/children/stimuli_G/5028.png,a drawing of a mushroom with a door in the middle of it
children,G,5029.png,../data/children/stimuli_G/5029.png,drawing of a mushroom on a white background with a black outline
children,G,6001.png,../data/children/stimuli_G/6001.png,a drawing of a mushroom house with a man standing under it
children,G,6002.png,../data/children/stimuli_G/6002.png,drawing of a cartoon alien with a big eye and a small nose
children,G,6003.png,../data/children/stimuli_G/6003.png,drawing of a man with a face and a smile on his face
children,G,6004.png,../data/children/stimuli_G/6004.png,a drawing of a mushroom with a large white dot on it
children,G,6005.png,../data/children/stimuli_G/6005.png,drawing of a bird on a swing with a white background
children,G,6006.png,../data/children/stimuli_G/6006.png,drawing of a large ice cream cone with a mushroom on top
children,G,6007.png,../data/children/stimuli_G/6007.png,drawing of a house with a tower and a door
children,G,6008.png,../data/children/stimuli_G/6008.png,a close up of a drawing of a bird with a long tail
children,G,6009.png,../data/children/stimuli_G/6009.png,a drawing of a mushroom with hearts on it
children,G,6010.png,../data/children/stimuli_G/6010.png,drawing of a cartoon dog with a flower on its head
children,G,6011.png,../data/children/stimuli_G/6011.png,there is a drawing of a lamp that is on a table
children,G,6012.png,../data/children/stimuli_G/6012.png,drawing of a man holding a knife and a knife in his hand
children,G,6013.png,../data/children/stimuli_G/6013.png,there is a drawing of a clock on a white wall
children,G,6014.png,../data/children/stimuli_G/6014.png,drawing of a mushroom with a leaf on it
children,G,6015.png,../data/children/stimuli_G/6015.png,drawing of a person holding an umbrella in the rain
children,G,6016.png,../data/children/stimuli_G/6016.png,drawing of a house with a roof and a tree on top
children,G,6017.png,../data/children/stimuli_G/6017.png,drawing of a bird sitting on a swing with an umbrella
children,G,6018.png,../data/children/stimuli_G/6018.png,there is a drawing of a mushroom with a face on it
children,G,6019.png,../data/children/stimuli_G/6019.png,drawing of a man with a hat and a umbrella on a white background
children,G,6020.png,../data/children/stimuli_G/6020.png,drawing of a plane with a large propeller on a white background
children,G,7001.png,../data/children/stimuli_G/7001.png,drawing of a dog with words written on it
children,G,7002.png,../data/children/stimuli_G/7002.png,drawing of a house with a flag on the roof
children,G,7003.png,../data/children/stimuli_G/7003.png,drawing of a girl standing on a mushroom in a field
children,G,7004.png,../data/children/stimuli_G/7004.png,drawing of a cartoon character with a face and a cross on it
children,G,7005.png,../data/children/stimuli_G/7005.png,drawing of a man with a head in a headdress
children,G,7006.png,../data/children/stimuli_G/7006.png,drawing of a cartoon eye with a toothbrush in it
children,G,7007.png,../data/children/stimuli_G/7007.png,there is a drawing of a face with two eyes
children,G,7009.png,../data/children/stimuli_G/7009.png,drawing of a man with a hat and a suitcase on his head
children,G,7010.png,../data/children/stimuli_G/7010.png,drawing of a person holding an umbrella with hearts on it
children,G,7011.png,../data/children/stimuli_G/7011.png,drawing of a mushroom on a tree with a cloud coming out of it
children,G,7012.png,../data/children/stimuli_G/7012.png,a drawing of a mushroom with a heart on it
children,G,7013.png,../data/children/stimuli_G/7013.png,there is a drawing of a mushroom on a white background
children,G,7014.png,../data/children/stimuli_G/7014.png,a drawing of a plane with a propeller and a window
children,G,7015.png,../data/children/stimuli_G/7015.png,there is a drawing of a baseball field with a ball in it
children,G,7016.png,../data/children/stimuli_G/7016.png,drawing of a bug with a book in its hands
children,G,7017.png,../data/children/stimuli_G/7017.png,drawing of a cartoon character holding a knife and fork
children,G,7018.png,../data/children/stimuli_G/7018.png,drawing of a clock with a man on it and a bird on top
children,G,7019.png,../data/children/stimuli_G/7019.png,drawing of a cartoon character with a cat on his head
children,G,7020.png,../data/children/stimuli_G/7020.png,drawing of a umbrella with a skull on it
children,G,7021.png,../data/children/stimuli_G/7021.png,drawing of a house with a door and a window in the middle
children,G,7023.png,../data/children/stimuli_G/7023.png,drawing of a tree with a bunch of leaves on it
children,G,7024.png,../data/children/stimuli_G/7024.png,drawing of a umbrella with a fish on it
children,G,7025.png,../data/children/stimuli_G/7025.png,drawing of a man with an umbrella on his head
children,G,7026.png,../data/children/stimuli_G/7026.png,drawing of a mushroom with dots on it
children,G,7027.png,../data/children/stimuli_G/7027.png,drawing of a person holding a fan in their hand
children,G,7028.png,../data/children/stimuli_G/7028.png,drawing of a cartoon character with a big smile on his face
