creator,stimuli,image,filepath,blip_caption
adults,G,522__8244_9.jpg,../data/adults/stimuli_G/522__8244_9.jpg,a drawing of a vase with three cookies in it
adults,G,524__8256_9.jpg,../data/adults/stimuli_G/524__8256_9.jpg,a drawing of a woman with a towel on her head
adults,G,529__8268_9.jpg,../data/adults/stimuli_G/529__8268_9.jpg,drawing of a pair of lungs with a man and a woman inside
adults,G,530__8280_9.jpg,../data/adults/stimuli_G/530__8280_9.jpg,a drawing of a person with a bird on their shoulder
adults,G,532__8304_9.jpg,../data/adults/stimuli_G/532__8304_9.jpg,a drawing of a black and white umbrella with a bird on it
adults,G,533__8316_9.jpg,../data/adults/stimuli_G/533__8316_9.jpg,drawing of a black and white umbrella with a white background
adults,G,534__8327_9.jpg,../data/adults/stimuli_G/534__8327_9.jpg,a drawing of a mushroom with a man sitting under it
adults,G,538__8349_9.jpg,../data/adults/stimuli_G/538__8349_9.jpg,a drawing of a bottle of perfume with a man ' s head
adults,G,541__8371_9.jpg,../data/adults/stimuli_G/541__8371_9.jpg,a drawing of a mushroom with a candle on top of it
adults,G,542__8383_9.jpg,../data/adults/stimuli_G/542__8383_9.jpg,a drawing of a person with a umbrella over their head
adults,G,543__8395_9.jpg,../data/adults/stimuli_G/543__8395_9.jpg,a drawing of a person holding an umbrella over a box
adults,G,547__8431_9.jpg,../data/adults/stimuli_G/547__8431_9.jpg,a drawing of a cross with a umbrella on it
adults,G,549__8443_9.jpg,../data/adults/stimuli_G/549__8443_9.jpg,a black and white silhouette of a person jumping a pole
adults,G,551__8453_9.jpg,../data/adults/stimuli_G/551__8453_9.jpg,drawing of a man with a sign that says no standing
adults,G,554__8477_9.jpg,../data/adults/stimuli_G/554__8477_9.jpg,a drawing of a mushroom with a long stem on a white background
adults,G,556__8488_9.jpg,../data/adults/stimuli_G/556__8488_9.jpg,a close up of a toilet with a no toilet sign above it
adults,G,558__8500_9.jpg,../data/adults/stimuli_G/558__8500_9.jpg,a drawing of a hand holding a fan with the word ' tm ' written on it
adults,G,562__8519_9.jpg,../data/adults/stimuli_G/562__8519_9.jpg,a drawing of a smiley face with a black outline on a white background
adults,G,563__8529_9.jpg,../data/adults/stimuli_G/563__8529_9.jpg,drawing of a man holding an umbrella in the rain
adults,G,564__8541_9.jpg,../data/adults/stimuli_G/564__8541_9.jpg,a drawing of a spaceship with a large head and a small body
adults,G,567__8577_9.jpg,../data/adults/stimuli_G/567__8577_9.jpg,a drawing of a man with a tie and a hat
adults,G,568__8587_9.jpg,../data/adults/stimuli_G/568__8587_9.jpg,a drawing of a mushroom with a face drawn on it
adults,G,570__8598_9.jpg,../data/adults/stimuli_G/570__8598_9.jpg,a drawing of a t shirt with a large umbrella on it
adults,G,575__8622_9.jpg,../data/adults/stimuli_G/575__8622_9.jpg,a drawing of a house with a sun above it
adults,G,577__8634_9.jpg,../data/adults/stimuli_G/577__8634_9.jpg,a drawing of a light bulb with a wire attached to it
adults,G,583__8658_9.jpg,../data/adults/stimuli_G/583__8658_9.jpg,a drawing of a person with a hat and a dress
adults,G,584__8670_9.jpg,../data/adults/stimuli_G/584__8670_9.jpg,a drawing of a cat with a long nose and a tail
adults,G,587__8693_9.jpg,../data/adults/stimuli_G/587__8693_9.jpg,a drawing of a man holding an umbrella in the shape of a t
adults,G,588__8704_9.jpg,../data/adults/stimuli_G/588__8704_9.jpg,a drawing of a mushroom with a face on it
adults,G,590__8728_9.jpg,../data/adults/stimuli_G/590__8728_9.jpg,drawing of a person with an umbrella on a white background
adults,G,591__8740_9.jpg,../data/adults/stimuli_G/591__8740_9.jpg,a drawing of a face with a frown drawn on it
adults,G,592__8752_9.jpg,../data/adults/stimuli_G/592__8752_9.jpg,a drawing of a man with a hat and glasses on
adults,G,594__8774_9.jpg,../data/adults/stimuli_G/594__8774_9.jpg,cartoon drawing of a couple walking in the rain under an umbrella
adults,G,598__8786_9.jpg,../data/adults/stimuli_G/598__8786_9.jpg,a drawing of a face with a number 60 on it
adults,G,601__8798_9.jpg,../data/adults/stimuli_G/601__8798_9.jpg,a drawing of a mushroom with a face drawn on it
adults,G,607__8830_9.jpg,../data/adults/stimuli_G/607__8830_9.jpg,a drawing of a house with a rainbow in the sky
adults,G,614__8854_9.jpg,../data/adults/stimuli_G/614__8854_9.jpg,drawing of a mushroom with a black outline on a white background
adults,G,618__8898_9.jpg,../data/adults/stimuli_G/618__8898_9.jpg,a drawing of a person holding an umbrella with the word ' rain ' written on it
adults,G,625__8917_9.jpg,../data/adults/stimuli_G/625__8917_9.jpg,a drawing of a mushroom with a t - shirt on it
adults,G,62__3706_9.jpg,../data/adults/stimuli_G/62__3706_9.jpg,a drawing of a person with a cat on their back
adults,G,632__8941_9.jpg,../data/adults/stimuli_G/632__8941_9.jpg,a drawing of a mushroom with a face drawn on it
adults,G,634__8953_9.jpg,../data/adults/stimuli_G/634__8953_9.jpg,a drawing of a person with a hat and a jacket
adults,G,635__8965_9.jpg,../data/adults/stimuli_G/635__8965_9.jpg,a drawing of a man ' s head with a tie on it
adults,G,66__3730_9.jpg,../data/adults/stimuli_G/66__3730_9.jpg,a drawing of a ladder leading to a beach with a sun in the background
adults,G,680__396_9.jpg,../data/adults/stimuli_G/680__396_9.jpg,drawing of a man with an umbrella in the shape of a man
adults,G,681__406_9.jpg,../data/adults/stimuli_G/681__406_9.jpg,drawing of a man holding an umbrella with a stick in his hand
adults,G,685__411_9.jpg,../data/adults/stimuli_G/685__411_9.jpg,a drawing of a shirt with dots on it
adults,G,720__8991_9.jpg,../data/adults/stimuli_G/720__8991_9.jpg,a drawing of an elephant with a big tusk
adults,G,733__6606_9.jpg,../data/adults/stimuli_G/733__6606_9.jpg,a drawing of a black and white umbrella with a line drawing of a line
adults,G,737__6654_9.jpg,../data/adults/stimuli_G/737__6654_9.jpg,a black and white drawing of a tree with a bird on it
adults,G,738__6666_9.jpg,../data/adults/stimuli_G/738__6666_9.jpg,drawing of a man with an umbrella over his head
adults,G,85__3786_9.jpg,../data/adults/stimuli_G/85__3786_9.jpg,a drawing of a tombstone with a sign that says rip me
adults,G,914__9371_9.jpg,../data/adults/stimuli_G/914__9371_9.jpg,drawing of a man holding an umbrella over a building with a sign
adults,G,915__9383_9.jpg,../data/adults/stimuli_G/915__9383_9.jpg,a black and white drawing of a mushroom with a tag
adults,G,916__9395_9.jpg,../data/adults/stimuli_G/916__9395_9.jpg,a drawing of a guitar with a cage in the middle
adults,G,920__9443_9.jpg,../data/adults/stimuli_G/920__9443_9.jpg,a drawing of a picture of a trash can with a trash can in it
adults,G,938__7047_9.jpg,../data/adults/stimuli_G/938__7047_9.jpg,a close up of a black and white drawing of a mushroom
adults,G,978__7095_9.jpg,../data/adults/stimuli_G/978__7095_9.jpg,a drawing of a dog with a nose and nose
adults,G,981__7119_9.jpg,../data/adults/stimuli_G/981__7119_9.jpg,a drawing of a bunch of items that are on a table
adults,G,987__9677_9.jpg,../data/adults/stimuli_G/987__9677_9.jpg,a drawing of a pair of scissors with a tear coming out of them
adults,G,991__7221_9.jpg,../data/adults/stimuli_G/991__7221_9.jpg,a drawing of a cat with a nose and a nose ring
adults,G,992__7232_9.jpg,../data/adults/stimuli_G/992__7232_9.jpg,drawing of a man holding an umbrella over a broken glass
