creator,stimuli,filepath,gpt_caption
children,G,../data/children/stimuli_G/3018.png,A simple drawing of a mushroom. [5]
children,G,../data/children/stimuli_G/3020.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/3022.png,"An umbrella, parachute, and heart shape are depicted. [3]"
children,G,../data/children/stimuli_G/3023.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/3024.png,Semi-circle with two vertical rectangular shapes below it. [4]
children,G,../data/children/stimuli_G/3025.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/3026.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/3028.png,Abstract shape resembling a mushroom or umbrella. [3]
children,G,../data/children/stimuli_G/4001.png,Mushroom with spots and a heart inside a rectangle below. [4]
children,G,../data/children/stimuli_G/4002.png,A simple drawing of a mushroom with a pointed top. [5]
children,G,../data/children/stimuli_G/4003.png,A simple line drawing of a mushroom. [5]
children,G,../data/children/stimuli_G/4004.png,"Simple face with two eyes, mouth, and a rectangular top. [4]"
children,G,../data/children/stimuli_G/4005.png,Mushroom shape with additional abstract lines and scribbles. [3]
children,G,../data/children/stimuli_G/4006.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/4007.png,"Cartoon face with glasses, smile, and hair; simple black and white drawing. [5]"
children,G,../data/children/stimuli_G/4008.png,Mushroom with door and animal-like shape beside it. [4]
children,G,../data/children/stimuli_G/4009.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/4010.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/4011.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/4012.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/4013.png,Mushroom house with a square base and a pathway. [4]
children,G,../data/children/stimuli_G/4014.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/4015.png,Semi-circle object with textured rim and rectangular base. [4]
children,G,../data/children/stimuli_G/4016.png,Mushroom with a spotted cap and textured stem drawn in black lines. [5]
children,G,../data/children/stimuli_G/4017.png,Simple stick figure with a round head and facial features. [5]
children,G,../data/children/stimuli_G/4018.png,Abstract geometric design with symmetrical curved and angular lines. [3]
children,G,../data/children/stimuli_G/4019.png,A simple drawing of a mushroom with spots. [5]
children,G,../data/children/stimuli_G/4020.png,Abstract drawing with overlapping lines and a triangular shape at the top. [3]
children,G,../data/children/stimuli_G/4021.png,Simple smiling figure with a horn and wide arms. [3]
children,G,../data/children/stimuli_G/4022.png,"Robot with antennae arms under a wavy line, possibly symbolizing water. [4]"
children,G,../data/children/stimuli_G/4023.png,Simple outline of a bottle with a stopper at the top. [4]
children,G,../data/children/stimuli_G/4024.png,"Dress with heart design on top, two straps. [5]"
children,G,../data/children/stimuli_G/4025.png,"A figure with a crown, wings, and stick-like arms and legs. [4]"
children,G,../data/children/stimuli_G/4026.png,"Character with large oval head, two antennas, and a smiling face. [4]"
children,G,../data/children/stimuli_G/5001.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/5002.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/5003.png,"Mushroom-shaped house with circular windows, scribbles in front. [5]"
children,G,../data/children/stimuli_G/5004.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/5009.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/5010.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/5011.png,Mushroom with a grid-patterned cap and textured stem. [4]
children,G,../data/children/stimuli_G/5012.png,Simple drawing of a three-eyed creature with a vertical body. [3]
children,G,../data/children/stimuli_G/5018.png,Hard to interpret. [3]
children,G,../data/children/stimuli_G/5019.png,Cartoonish face with a rectangular head and simplistic features. [5]
children,G,../data/children/stimuli_G/5020.png,"A smiling face saying ""BOO"" in a speech bubble. [5]"
children,G,../data/children/stimuli_G/5021.png,Stick figure standing on a ship holding a square object. [5]
children,G,../data/children/stimuli_G/5027.png,"Abstract shape inside arch-like structure, possibly tree or plant. [2]"
children,G,../data/children/stimuli_G/5028.png,Mushroom with circular spots and a square stem. [4]
children,G,../data/children/stimuli_G/5029.png,Simple drawing of a mushroom with a rounded cap. [5]
children,G,../data/children/stimuli_G/6001.png,Simple mushroom-shaped house with windows and a door. [5]
children,G,../data/children/stimuli_G/6002.png,"Human-like figure with a large head and straight body, minimal detail. [4]"
children,G,../data/children/stimuli_G/6003.png,"Cartoonish figure with large head, big eyes, and sharp teeth, smiling. [4]"
children,G,../data/children/stimuli_G/6004.png,A mushroom with a spotted cap. [5]
children,G,../data/children/stimuli_G/6005.png,Hard to interpret. [3]
children,G,../data/children/stimuli_G/6006.png,Ice cream cone with detailed patterns on top and the cone. [5]
children,G,../data/children/stimuli_G/6007.png,Four people sitting in a domed structure with separated booths. [4]
children,G,../data/children/stimuli_G/6008.png,"Abstract shapes, including arcs and lines, with a small dome-like structure in center. [3]"
children,G,../data/children/stimuli_G/6009.png,A mushroom with a spotted cap and a thick stem. [5]
children,G,../data/children/stimuli_G/6010.png,Abstract shape resembling a mushroom with petals and a circle. [3]
children,G,../data/children/stimuli_G/6011.png,Simple drawing of a tree with a round canopy. [4]
children,G,../data/children/stimuli_G/6012.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/6013.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/6014.png,Mushroom with spots and a thick stem. [5]
children,G,../data/children/stimuli_G/6015.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/6016.png,"House with arched roof, clouds, and person wearing a hat. [4]"
children,G,../data/children/stimuli_G/6017.png,Simple mushroom with a striped cap and rectangular stem. [4]
children,G,../data/children/stimuli_G/6018.png,Mushroom with spots growing in grass. [5]
children,G,../data/children/stimuli_G/6019.png,Hard to interpret. [2]
children,G,../data/children/stimuli_G/6020.png,Drawing of a helmet with a pointed top and side guards. [4]
children,G,../data/children/stimuli_G/7001.png,"Abstract creature with large eye, speech bubble, and Dutch text. [3]"
children,G,../data/children/stimuli_G/7002.png,"Simple house with rounded roof, circular windows, and door in the center. [4]"
children,G,../data/children/stimuli_G/7003.png,A person standing on mushroom stems with sun and field. [4]
children,G,../data/children/stimuli_G/7004.png,Circle with geometric shapes and a number 14 in the center. [4]
children,G,../data/children/stimuli_G/7005.png,Abstract figure with a face and a keyhole shape on the body. [3]
children,G,../data/children/stimuli_G/7006.png,An eye with lashes on robotic-like legs. [5]
children,G,../data/children/stimuli_G/7007.png,Two eyes with a rectangular scribble beneath them. [4]
children,G,../data/children/stimuli_G/7009.png,"Character with large hat, bird-like beak mask, and robe. [4]"
children,G,../data/children/stimuli_G/7010.png,A smiling mushroom figure with heart shapes on its cap. [5]
children,G,../data/children/stimuli_G/7011.png,Tree with a rectangular trunk and scribbled foliage on grass. [4]
children,G,../data/children/stimuli_G/7012.png,A simple drawing of a spotted mushroom with a straight stem. [5]
children,G,../data/children/stimuli_G/7013.png,Mushroom with a patterned dome and a rectangular stem. [5]
children,G,../data/children/stimuli_G/7014.png,Hard to interpret. [3]
children,G,../data/children/stimuli_G/7015.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/7016.png,Childlike drawing of a smiling insect with antennae and wings. [4]
children,G,../data/children/stimuli_G/7017.png,Abstract figure resembling a robot with shield and sword. [4]
children,G,../data/children/stimuli_G/7018.png,Hard to interpret. [3]
children,G,../data/children/stimuli_G/7019.png,"Cartoon creature with a mushroom-like head, horn, ears, and a square body. [3]"
children,G,../data/children/stimuli_G/7020.png,Cute cartoon character with big eyes and a party hat. [4]
children,G,../data/children/stimuli_G/7021.png,"Square with abstract shapes inside, partial curve above. [3]"
children,G,../data/children/stimuli_G/7023.png,Tree with spiral shapes in the canopy. [4]
children,G,../data/children/stimuli_G/7024.png,A simple helicopter drawing with rotors and a tail rudder. [5]
children,G,../data/children/stimuli_G/7025.png,"Mushroom with a large, textured umbrella on top. [3]"
children,G,../data/children/stimuli_G/7026.png,A simple drawing of a mushroom with a textured cap. [5]
children,G,../data/children/stimuli_G/7027.png,Hard to interpret. [1]
children,G,../data/children/stimuli_G/7028.png,"Cartoon character with big eyes, wide smile, and simple body outline. [4]"
