creator,stimuli,filepath,gpt_caption
adults,I,../data/adults/stimuli_I/269__4250_11.jpg,"Basketball hoop with a ball, numbers above; score calculation. [4]"
adults,I,../data/adults/stimuli_I/26__3554_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/275__4261_11.jpg,Square with semi-circle on top and a diagonal line. [4]
adults,I,../data/adults/stimuli_I/27__5150_11.jpg,Box with a stick figure-like shape on top and lines resembling a bow. [3]
adults,I,../data/adults/stimuli_I/285__4285_11.jpg,"A bearded person with a shirt, seemingly seated, and hand visible. [4]"
adults,I,../data/adults/stimuli_I/287__5662_11.jpg,"Cartoonish creature with pointy ears, big eyes, and a large smile. [4]"
adults,I,../data/adults/stimuli_I/298__4325_11.jpg,A bird inside a dome with a stick figure lying nearby. [4]
adults,I,../data/adults/stimuli_I/301__5704_11.jpg,"Headphones over a box labeled ""music."" [5]"
adults,I,../data/adults/stimuli_I/302__4348_11.jpg,"Bottle with a cap and liquid inside, likely a beverage container. [4]"
adults,I,../data/adults/stimuli_I/315__5728_11.jpg,"Image of a building with ""I ♥ NY"" text below it. [5]"
adults,I,../data/adults/stimuli_I/324__5745_11.jpg,Simple drawing resembling a doorway or tombstone shape with a small mark. [4]
adults,I,../data/adults/stimuli_I/32__3578_11.jpg,Simple outline of a person with raised arms and legs. [5]
adults,I,../data/adults/stimuli_I/340__5786_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/346__5810_11.jpg,"Stick figure with hat inside a square frame or window, semi-circles above. [4]"
adults,I,../data/adults/stimuli_I/356__5843_11.jpg,Abstract shape resembling a simplified robot or alien figure. [3]
adults,I,../data/adults/stimuli_I/375__5946_11.jpg,Simplified drawing of a church with a dome and cross. [4]
adults,I,../data/adults/stimuli_I/392__6013_11.jpg,Cross-section of a structure with an arch and irregular walls. [4]
adults,I,../data/adults/stimuli_I/415__7554_11.jpg,A minimalist drawing of a sheep's head with simple lines. [3]
adults,I,../data/adults/stimuli_I/427__6117_11.jpg,"Stick figure with hair, scarf, buttons, and shoes drawn in a simplistic style. [4]"
adults,I,../data/adults/stimuli_I/434__7587_11.jpg,Hard to interpret. [1]
adults,I,../data/adults/stimuli_I/445__7632_11.jpg,Simple cartoon character with open mouth and extended arms and legs. [5]
adults,I,../data/adults/stimuli_I/44__3662_11.jpg,"Person with speech bubble saying ""Praise the Sun"" under a sun. [5]"
adults,I,../data/adults/stimuli_I/453__7714_11.jpg,"Square object with a dome on top, possibly a building. [3]"
adults,I,../data/adults/stimuli_I/454__7726_11.jpg,Old radio with musical notes around. [5]
adults,I,../data/adults/stimuli_I/456__7750_11.jpg,"Gravestone with ""RIP"" inscribed on it. [5]"
adults,I,../data/adults/stimuli_I/458__7774_11.jpg,A stack of uneven layers with a dome-like top. [3]
adults,I,../data/adults/stimuli_I/464__7833_11.jpg,"Building with dome, windows, steps, and possible fence in foreground. [4]"
adults,I,../data/adults/stimuli_I/466__7857_11.jpg,A structure with a domed top and grid-like design underneath. [4]
adults,I,../data/adults/stimuli_I/46__3685_11.jpg,Outline of a thumb or nail-like shape. [3]
adults,I,../data/adults/stimuli_I/481__7948_11.jpg,Two seated figures under the sun near a slide. [4]
adults,I,../data/adults/stimuli_I/482__7960_11.jpg,Bottle-like figure with outstretched arms and a circular shape in the center. [3]
adults,I,../data/adults/stimuli_I/484__7984_11.jpg,A simple drawing of a padlock. [4]
adults,I,../data/adults/stimuli_I/485__7996_11.jpg,Two rectangular shapes below a dome-like shape with a protrusion. [3]
adults,I,../data/adults/stimuli_I/486__8007_11.jpg,"Popsicle shape with ""NASA"" written on it, stick figure below. [4]"
adults,I,../data/adults/stimuli_I/487__8019_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/489__8040_11.jpg,"An hourglass with sand, surrounded by three clock faces. [4]"
adults,I,../data/adults/stimuli_I/492__8052_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/496__8094_11.jpg,"Object resembling a chapstick container with handwritten text ""Chapstick."" [4]"
adults,I,../data/adults/stimuli_I/498__8106_11.jpg,"Five irregular shapes connected by lines, forming a circular pattern. [4]"
adults,I,../data/adults/stimuli_I/502__8130_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/511__8151_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/513__8162_11.jpg,"Building with a dome and flag, possible architectural structure. [4]"
adults,I,../data/adults/stimuli_I/517__8198_11.jpg,Square-faced person with a sideways cap and a neutral expression. [4]
adults,I,../data/adults/stimuli_I/520__8221_11.jpg,Simple stick figure with a round head and rectangle body. [5]
adults,I,../data/adults/stimuli_I/521__8233_11.jpg,Two people sitting with fishing rods under wavy lines. [3]
adults,I,../data/adults/stimuli_I/522__8245_11.jpg,A simple drawing of a baseball cap on a square shape. [4]
adults,I,../data/adults/stimuli_I/524__8257_11.jpg,A building with a dome and columns on a textured surface. [4]
adults,I,../data/adults/stimuli_I/529__8269_11.jpg,"A gravestone with ""RIP"" surrounded by grass. [5]"
adults,I,../data/adults/stimuli_I/530__8281_11.jpg,A simple house with a large arch on top. [4]
adults,I,../data/adults/stimuli_I/532__8305_11.jpg,"Abstract drawing with a round face, triangular beak, and branch-like limbs. [3]"
adults,I,../data/adults/stimuli_I/533__8317_11.jpg,A muffin or cupcake with a dome top and vertical lines on the cup. [5]
adults,I,../data/adults/stimuli_I/534__8328_11.jpg,A smiling octopus-like shape inside a rectangle. [4]
adults,I,../data/adults/stimuli_I/538__8350_11.jpg,A circular shape with a rectangle and two arcs inside. [4]
adults,I,../data/adults/stimuli_I/541__8372_11.jpg,"Building with four windows and a curved path, topped with an antenna. [4]"
adults,I,../data/adults/stimuli_I/542__8384_11.jpg,Snow globe with a building inside and a rectangular base. [4]
adults,I,../data/adults/stimuli_I/543__8396_11.jpg,"A simple, abstract drawing possibly depicting a doorway or arch. [3]"
adults,I,../data/adults/stimuli_I/547__8432_11.jpg,A square face with a hat and a long nose. [4]
adults,I,../data/adults/stimuli_I/549__8444_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/551__8454_11.jpg,Simple line drawing of a house with a pointed roof. [4]
adults,I,../data/adults/stimuli_I/554__8478_11.jpg,Box with a dome-shaped top and a cross on it. [4]
adults,I,../data/adults/stimuli_I/556__8489_11.jpg,A simple drawing resembling a hat above a rectangular shape. [4]
adults,I,../data/adults/stimuli_I/558__8501_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/562__8520_11.jpg,Circle on top of a rectangle with simple lines. [4]
adults,I,../data/adults/stimuli_I/563__8530_11.jpg,"A simple house with ""shop"" written on it. [4]"
adults,I,../data/adults/stimuli_I/564__8542_11.jpg,"A tombstone with ""RIP"" written on it. [5]"
adults,I,../data/adults/stimuli_I/567__8578_11.jpg,Building with a door and large arched window or shape above. [4]
adults,I,../data/adults/stimuli_I/568__8588_11.jpg,Hard to interpret. [1]
adults,I,../data/adults/stimuli_I/570__8599_11.jpg,"Building with a dome on top, possibly an observatory. [4]"
adults,I,../data/adults/stimuli_I/575__8623_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/577__8635_11.jpg,An abstract drawing resembling a robot with a round head and body. [3]
adults,I,../data/adults/stimuli_I/583__8659_11.jpg,"A person in protective gear with the number 49, holding something. [4]"
adults,I,../data/adults/stimuli_I/584__8671_11.jpg,"Square object labeled ""TRASH"" with a semicircular top. [5]"
adults,I,../data/adults/stimuli_I/587__8694_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/588__8705_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/590__8729_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/591__8741_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/592__8753_11.jpg,"Smiling face with abstract, curved lines creating a surrounding shape. [4]"
adults,I,../data/adults/stimuli_I/594__8775_11.jpg,"Building with dome and cross symbols, possibly a church or religious structure. [4]"
adults,I,../data/adults/stimuli_I/598__8787_11.jpg,Person standing under a large pendant light inside a room. [4]
adults,I,../data/adults/stimuli_I/601__8799_11.jpg,Abstract drawing resembling an ice cream or popsicle on a stick. [3]
adults,I,../data/adults/stimuli_I/607__8831_11.jpg,A simple castle with a dome and flag on top. [4]
adults,I,../data/adults/stimuli_I/614__8855_11.jpg,Dome-topped structure with a spoon-like object above it. [4]
adults,I,../data/adults/stimuli_I/618__8899_11.jpg,"Cartoon character with a simple face, arms, and legs, resembling a ghost. [5]"
adults,I,../data/adults/stimuli_I/625__8918_11.jpg,Simple outline of a turtle with four limbs and a tail. [5]
adults,I,../data/adults/stimuli_I/62__3707_11.jpg,Simple tower-like structure with dots scattered throughout. [3]
adults,I,../data/adults/stimuli_I/632__8942_11.jpg,Simple drawing of a house with a domed roof and chimney. [4]
adults,I,../data/adults/stimuli_I/634__8954_11.jpg,A simplistic drawing of a handbag or sack with a strap. [4]
adults,I,../data/adults/stimuli_I/635__8966_11.jpg,Hard to interpret. [1]
adults,I,../data/adults/stimuli_I/66__3731_11.jpg,Hard to interpret. [1]
adults,I,../data/adults/stimuli_I/680__397_11.jpg,Abstract outline with dots indicating explosion or dispersion. [3]
adults,I,../data/adults/stimuli_I/681__407_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/685__412_11.jpg,Smiling face with arms resting on a surface. [4]
adults,I,../data/adults/stimuli_I/720__6453_11.jpg,"A container labeled ""Degree"" with a dome-shaped top. [4]"
adults,I,../data/adults/stimuli_I/733__6607_11.jpg,Container with spiral symbol and dotted top. [3]
adults,I,../data/adults/stimuli_I/737__6655_11.jpg,"Abstract face-like shape with eyes, nose, mouth, and lines resembling whiskers. [4]"
adults,I,../data/adults/stimuli_I/738__6667_11.jpg,Hard to interpret. [2]
adults,I,../data/adults/stimuli_I/85__3787_11.jpg,Padlock with a keyhole on the front. [4]
adults,I,../data/adults/stimuli_I/914__9372_11.jpg,Stick figure with rectangular body and surprised expression. [4]
adults,I,../data/adults/stimuli_I/915__9384_11.jpg,"Tombstone with the letters ""RIP"" and a cross on top. [5]"
adults,I,../data/adults/stimuli_I/916__9396_11.jpg,Lock with musical note and dollar sign on it. [4]
adults,I,../data/adults/stimuli_I/920__9444_11.jpg,A simple sketch of a helmet or dome structure. [4]
adults,I,../data/adults/stimuli_I/938__7048_11.jpg,"A mix of curves and lines, resembling a basic abstract shape. [3]"
adults,I,../data/adults/stimuli_I/978__9584_11.jpg,A couch with multiple pillows below a hanging lamp. [5]
adults,I,../data/adults/stimuli_I/981__7120_11.jpg,Cartoon-style drawing of a bear or rodent with exaggerated features. [4]
adults,I,../data/adults/stimuli_I/987__9678_11.jpg,Hard to interpret. [3]
adults,I,../data/adults/stimuli_I/991__7222_11.jpg,A simple sketch of an arched window with curtains. [4]
adults,I,../data/adults/stimuli_I/992__9714_11.jpg,Half sun over square with squiggly line and two fish. [4]
