creator,stimuli,filepath,gpt_caption
adults,R,../data/adults/stimuli_R/618__8904_56.jpg,Abstract shape resembling a box with two arms and a circular bottom. [3]
adults,R,../data/adults/stimuli_R/625__8924_56.jpg,Hard to interpret. [2]
adults,R,../data/adults/stimuli_R/62__3713_56.jpg,Hard to interpret. [2]
adults,R,../data/adults/stimuli_R/632__8948_56.jpg,Stick figure with outstretched arms and bent legs. [5]
adults,R,../data/adults/stimuli_R/634__8960_56.jpg,A simple drawing of a face with spiky hair. [4]
adults,R,../data/adults/stimuli_R/635__8972_56.jpg,Stick figure doing a martial arts kick inside a frame. [4]
adults,R,../data/adults/stimuli_R/66__3735_56.jpg,Stick figure holding a large rectangular object above its head. [3]
adults,R,../data/adults/stimuli_R/680__402_56.jpg,Stick figure with crossed legs and a neutral face. [5]
adults,R,../data/adults/stimuli_R/681__1442_56.jpg,Hard to interpret. [2]
adults,R,../data/adults/stimuli_R/685__416_56.jpg,Abstract face sketch with glasses and smile. [4]
adults,R,../data/adults/stimuli_R/720__6459_56.jpg,A simple drawing of a person with basic shapes for body features. [5]
adults,R,../data/adults/stimuli_R/733__6613_56.jpg,A stick figure holding a soccer ball under a goal net. [4]
adults,R,../data/adults/stimuli_R/737__6661_56.jpg,Two plants in a pot with abstract shapes above them. [4]
adults,R,../data/adults/stimuli_R/738__6672_56.jpg,A basketball approaching a hoop with backboard and net. [5]
adults,R,../data/adults/stimuli_R/85__3793_56.jpg,Hard to interpret. [2]
adults,R,../data/adults/stimuli_R/914__9378_56.jpg,Hard to interpret. [1]
adults,R,../data/adults/stimuli_R/915__9390_56.jpg,A circle inside a diamond inside a rectangle. [4]
adults,R,../data/adults/stimuli_R/916__9402_56.jpg,An upside-down house with a tree beside it. [4]
adults,R,../data/adults/stimuli_R/920__9450_56.jpg,Person lying in a bed with hand-drawn body and hair. [3]
adults,R,../data/adults/stimuli_R/938__7054_56.jpg,Hard to interpret. [2]
adults,R,../data/adults/stimuli_R/978__9590_56.jpg,"Person lying upside down on a couch, watching a television. [4]"
adults,R,../data/adults/stimuli_R/981__7126_56.jpg,A stick figure holding a large camera over its head. [5]
adults,R,../data/adults/stimuli_R/987__9684_56.jpg,Hard to interpret. [1]
adults,R,../data/adults/stimuli_R/991__7228_56.jpg,Interlocking black lines forming a complex star shape. [4]
adults,R,../data/adults/stimuli_R/992__7233_56.jpg,Two puppets on stage with two people standing in front watching. [5]
