creator,stimuli,filepath,gpt_caption
children,R,../data/children/stimuli_R/2018.png,Simple outline shape resembling a shield with a pointed bottom. [4]
children,R,../data/children/stimuli_R/3001.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/3002.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/3005.png,"Smiling figure with a spotted body, small limbs, and a hat. [4]"
children,R,../data/children/stimuli_R/3007.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/3008.png,Abstract geometric shape with a face and two antenna-like lines. [4]
children,R,../data/children/stimuli_R/3009.png,Simple triangular-roof house with a door and window. [5]
children,R,../data/children/stimuli_R/3010.png,Simple house with a window and a door. [5]
children,R,../data/children/stimuli_R/3011.png,"Simple house with windows and a door, figure in one window. [4]"
children,R,../data/children/stimuli_R/3013.png,"A figure inside a shield shape, wearing a hat. [4]"
children,R,../data/children/stimuli_R/3016.png,House with smiling face and triangular roof. [5]
children,R,../data/children/stimuli_R/3017.png,Geometric shape inside an irregular oval-like outline. [4]
children,R,../data/children/stimuli_R/3018.png,A smiling character with a triangular body and grid pattern. [4]
children,R,../data/children/stimuli_R/3020.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/3022.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/3023.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/3024.png,"Simple house with a triangular roof, two windows, and a door. [5]"
children,R,../data/children/stimuli_R/3025.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/3026.png,"Letter ""M"" with a face, arms, and bat-like wings. [5]"
children,R,../data/children/stimuli_R/3028.png,Simplistic drawing of a house with two circular windows. [4]
children,R,../data/children/stimuli_R/4001.png,A simple house with two windows and a door. [4]
children,R,../data/children/stimuli_R/4002.png,House with a triangular roof and a door. [4]
children,R,../data/children/stimuli_R/4003.png,Geometric figure with a triangular top and two circular shapes. [4]
children,R,../data/children/stimuli_R/4004.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/4005.png,Abstract geometric shape resembling a glass or funnel. [3]
children,R,../data/children/stimuli_R/4006.png,Hard to interpret. [3]
children,R,../data/children/stimuli_R/4007.png,House with stick figures standing on either side. [5]
children,R,../data/children/stimuli_R/4008.png,"Partially drawn person with legs, diaper, and belly button visible. [3]"
children,R,../data/children/stimuli_R/4009.png,Abstract scribbles within a partially outlined rectangle shape. [4]
children,R,../data/children/stimuli_R/4010.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/4011.png,A triangular object with spots and abstract lines suggesting wings. [3]
children,R,../data/children/stimuli_R/4012.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/4013.png,Plant in a pot with rounded top and detailed leaves. [4]
children,R,../data/children/stimuli_R/4014.png,Ice cream cone with a textured pattern and dark topping. [5]
children,R,../data/children/stimuli_R/4015.png,Animal head with human-like hair and eyes. [4]
children,R,../data/children/stimuli_R/4016.png,"Shopping bag labeled ""DIRK"" filled with various items. [5]"
children,R,../data/children/stimuli_R/4017.png,"Boxy vehicle with two wheels, windows, and a door. [4]"
children,R,../data/children/stimuli_R/4018.png,Abstract geometric shapes and lines arranged symmetrically in a complex pattern. [4]
children,R,../data/children/stimuli_R/4019.png,Abstract face with heart-shaped eyes inside rectangle. [3]
children,R,../data/children/stimuli_R/4020.png,"Simple drawing of a house with a triangular roof, windows, and door. [5]"
children,R,../data/children/stimuli_R/4021.png,"House with cat-like features, including ears, whiskers, and round windows. [4]"
children,R,../data/children/stimuli_R/4022.png,Simple depiction of a face with hair and eyes. [3]
children,R,../data/children/stimuli_R/4023.png,A house with three windows and a door. [5]
children,R,../data/children/stimuli_R/4024.png,"Simple house with gable roof, one window, and door. [5]"
children,R,../data/children/stimuli_R/4025.png,"Simplistic face drawing with square head, straightforward eyes, and a beard. [4]"
children,R,../data/children/stimuli_R/4026.png,"Simple face drawing with eyes, nose, and lined chin. [4]"
children,R,../data/children/stimuli_R/5001.png,Robot-like figure with a square head and geometric body shape. [4]
children,R,../data/children/stimuli_R/5002.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/5003.png,Simple house with a triangular roof and two windows. [4]
children,R,../data/children/stimuli_R/5004.png,A simple house with two windows and a chimney. [5]
children,R,../data/children/stimuli_R/5009.png,"Simple boat or submarine shape with ""TV"" box on top. [3]"
children,R,../data/children/stimuli_R/5010.png,Simple geometric design resembling an incomplete pentagon or shield shape. [4]
children,R,../data/children/stimuli_R/5011.png,Simple drawing of a house with a triangular roof. [5]
children,R,../data/children/stimuli_R/5012.png,Upside-down trapezoidal shape with wavy lines inside. [5]
children,R,../data/children/stimuli_R/5018.png,Abstract geometric shapes possibly resembling a building or structure. [3]
children,R,../data/children/stimuli_R/5019.png,Three pointed structures on a line resembling houses or mountains. [4]
children,R,../data/children/stimuli_R/5020.png,"Angry face with triangle hat and speech bubble saying ""HOED"". [4]"
children,R,../data/children/stimuli_R/5021.png,Simple outline sketch of a house with a triangular roof. [5]
children,R,../data/children/stimuli_R/5027.png,A house with windows and a door under a semicircular shape. [5]
children,R,../data/children/stimuli_R/5028.png,"Simple rocket with rectangular body and cone top, string at the bottom. [5]"
children,R,../data/children/stimuli_R/5029.png,Heart-shaped object with a chimney and small plant on top. [4]
children,R,../data/children/stimuli_R/6001.png,Ice cream cone with a smiley face and a cherry on top. [5]
children,R,../data/children/stimuli_R/6002.png,Drawing shows a lift flanked by two sets of stairs. [4]
children,R,../data/children/stimuli_R/6003.png,Ice cream cone with three scoops and a grid pattern on the cone. [5]
children,R,../data/children/stimuli_R/6004.png,"Cartoonish character with long hair, stick arms and legs, and a cheerful face. [4]"
children,R,../data/children/stimuli_R/6005.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/6006.png,Smiling pizza slice character with raised arms and legs. [5]
children,R,../data/children/stimuli_R/6007.png,"Simple stick figure with raised arms, smiling. [4]"
children,R,../data/children/stimuli_R/6008.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/6009.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/6010.png,Simple house shape with windows and a door drawn on a pointed base. [4]
children,R,../data/children/stimuli_R/6011.png,Three smiley faces within an ice cream cone shape. [4]
children,R,../data/children/stimuli_R/6012.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/6013.png,Abstract shapes resembling a face or house with a window and door. [3]
children,R,../data/children/stimuli_R/6014.png,"Creature with box-like body, smiling face, limbs, and clawed feet. [4]"
children,R,../data/children/stimuli_R/6015.png,"Rocket with flames, drawing path, universe symbols, heading to labeled planet. [4]"
children,R,../data/children/stimuli_R/6016.png,"Two labeled flower bouquets with prices, one for 2.99, one for 1.99. [5]"
children,R,../data/children/stimuli_R/6017.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/6018.png,A house with windows under a shining sun with a face. [5]
children,R,../data/children/stimuli_R/6019.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/6020.png,A simple sketch of a rocket ship with landing legs. [4]
children,R,../data/children/stimuli_R/7001.png,"Plane, house, lightning bolt, handprint, and the words ""Oertijd"" and ""Vliegtuig"". [4]"
children,R,../data/children/stimuli_R/7002.png,Hard to interpret. [2]
children,R,../data/children/stimuli_R/7003.png,Cartoon alien surrounded by planets and stars in space. [4]
children,R,../data/children/stimuli_R/7004.png,"Abstract shape with top circles and dark central portion, possible cone or object. [3]"
children,R,../data/children/stimuli_R/7005.png,"Person holding a container with insects, observing a larger insect with a crown. [5]"
children,R,../data/children/stimuli_R/7006.png,Stylized drawing of a cat with geometric shapes and a curly tail. [4]
children,R,../data/children/stimuli_R/7007.png,An umbrella and flower on a rectangle with birds above. [4]
children,R,../data/children/stimuli_R/7009.png,Simple house with a triangular roof and two windows. [4]
children,R,../data/children/stimuli_R/7010.png,"Smiling face with upside-down triangular body and striped, dotted hair. [4]"
children,R,../data/children/stimuli_R/7011.png,"House with butterfly wings, trees on both sides, surrounded by grass. [5]"
children,R,../data/children/stimuli_R/7012.png,Simple castle with two towers and flags on top. [4]
children,R,../data/children/stimuli_R/7013.png,"Geometric figure with intersecting lines, resembling abstract or architectural sketch. [4]"
children,R,../data/children/stimuli_R/7014.png,"A creature with long arms, two eyes, and a scribbled mouth. [4]"
children,R,../data/children/stimuli_R/7015.png,"Creature with box body, eyes on stalks, teeth, and tail. [4]"
children,R,../data/children/stimuli_R/7016.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/7017.png,"Abstract figure with 4 limbs, triangle body, circle center, and line on top. [4]"
children,R,../data/children/stimuli_R/7018.png,Ice cream cone with a square brick pattern scoop on top. [4]
children,R,../data/children/stimuli_R/7019.png,Smiling unicorn-faced cup with round spots and big eyes. [4]
children,R,../data/children/stimuli_R/7020.png,Cartoon cat-like creature with a unicorn horn and simple facial features. [4]
children,R,../data/children/stimuli_R/7021.png,Hard to interpret. [1]
children,R,../data/children/stimuli_R/7023.png,Shield shape with two shaded squares connected by lines. [5]
children,R,../data/children/stimuli_R/7024.png,Abstract shape with a pointed top and jagged bottom edges. [3]
children,R,../data/children/stimuli_R/7025.png,"Creature with spiky head, sharp teeth, and extended arms. [4]"
children,R,../data/children/stimuli_R/7026.png,Simple drawing of a house with symmetrical windows and a door. [4]
children,R,../data/children/stimuli_R/7027.png,"A smiling wedge with fries on top, resembling a face. [4]"
children,R,../data/children/stimuli_R/7028.png,Abstract shape resembling a simplified shield or house outline. [3]
