creator,stimuli,filepath,gpt_caption
adults,G,../data/adults/stimuli_G/453__6216_9.jpg,A mushroom with a spotted cap and a thick stem. [5]
adults,G,../data/adults/stimuli_G/454__7725_9.jpg,"Simple drawing of a person with large arms, no facial features. [5]"
adults,G,../data/adults/stimuli_G/456__7749_9.jpg,A simplistic face with curly hair and large eyes. [5]
adults,G,../data/adults/stimuli_G/458__7773_9.jpg,Two people relaxing under a beach umbrella with a radio. [5]
adults,G,../data/adults/stimuli_G/464__7832_9.jpg,"Person with large, spiky hair and a simple body outline. [4]"
adults,G,../data/adults/stimuli_G/466__7856_9.jpg,Sun rising over water with a ladder in front. [5]
adults,G,../data/adults/stimuli_G/46__3684_9.jpg,A mushroom with a rectangular stem on a surface. [4]
adults,G,../data/adults/stimuli_G/481__7947_9.jpg,Two stick figures under an umbrella with rain falling. [5]
adults,G,../data/adults/stimuli_G/482__7959_9.jpg,Stylized umbrella with rain falling around it. [4]
adults,G,../data/adults/stimuli_G/484__7983_9.jpg,A mushroom with a decorated cap and simple stem is drawn. [5]
adults,G,../data/adults/stimuli_G/485__7995_9.jpg,American football helmet with faceguard. [5]
adults,G,../data/adults/stimuli_G/486__8006_9.jpg,Simple stick figure with round head and oversized body shape. [4]
adults,G,../data/adults/stimuli_G/487__8018_9.jpg,Stick figure holding a large umbrella with both hands. [5]
adults,G,../data/adults/stimuli_G/489__8039_9.jpg,Two abstract birds facing opposite directions on a perch-like structure. [4]
adults,G,../data/adults/stimuli_G/492__8051_9.jpg,Mushroom-shaped house with a round top and spotted roof. [5]
adults,G,../data/adults/stimuli_G/496__8093_9.jpg,Umbrella over a vase with scribbled text below. [4]
adults,G,../data/adults/stimuli_G/498__8105_9.jpg,Hard to interpret. [1]
adults,G,../data/adults/stimuli_G/502__8129_9.jpg,A simple line drawing of a spotted mushroom with a round cap. [5]
adults,G,../data/adults/stimuli_G/511__8150_9.jpg,Abstract representation of two symmetrical shapes with curved lines. [3]
adults,G,../data/adults/stimuli_G/513__8161_9.jpg,Simple drawing of a mushroom with three circle spots on its cap. [5]
adults,G,../data/adults/stimuli_G/517__8197_9.jpg,An umbrella drawn over an arrow pointing upwards. [5]
adults,G,../data/adults/stimuli_G/520__8220_9.jpg,A simple drawing of an umbrella. [4]
adults,G,../data/adults/stimuli_G/521__8232_9.jpg,"Two stick figures with umbrellas, raining hearts. [5]"
adults,G,../data/adults/stimuli_G/522__8244_9.jpg,Ice cream cone with three scoops and a waffle pattern. [5]
adults,G,../data/adults/stimuli_G/524__8256_9.jpg,Hard to interpret. [2]
adults,G,../data/adults/stimuli_G/529__8268_9.jpg,Line drawing of a brain split into two hemispheres. [5]
adults,G,../data/adults/stimuli_G/530__8280_9.jpg,A person with large wings and a square body shape. [3]
adults,G,../data/adults/stimuli_G/532__8304_9.jpg,A mushroom with a spotted cap and a thick stem. [5]
adults,G,../data/adults/stimuli_G/533__8316_9.jpg,"A rectangle with an arc on top, resembling an umbrella. [4]"
adults,G,../data/adults/stimuli_G/534__8327_9.jpg,Three mushrooms of varying sizes with circular patterns on caps. [5]
adults,G,../data/adults/stimuli_G/538__8349_9.jpg,Hard to interpret. [1]
adults,G,../data/adults/stimuli_G/541__8371_9.jpg,Muffin with sprinkles and a number one candle on top. [5]
adults,G,../data/adults/stimuli_G/542__8383_9.jpg,Mushroom with an insect face and two drawers below. [4]
adults,G,../data/adults/stimuli_G/543__8395_9.jpg,Umbrella on top of a square pot or base. [4]
adults,G,../data/adults/stimuli_G/547__8431_9.jpg,A simple drawing of a mushroom with abstract patterns on the cap. [4]
adults,G,../data/adults/stimuli_G/549__8443_9.jpg,Hard to interpret. [1]
adults,G,../data/adults/stimuli_G/551__8453_9.jpg,Hard to interpret. [1]
adults,G,../data/adults/stimuli_G/554__8477_9.jpg,A simple drawing of a mushroom with a dome-shaped cap. [5]
adults,G,../data/adults/stimuli_G/556__8488_9.jpg,Basketball approaching hoop with net below. [4]
adults,G,../data/adults/stimuli_G/558__8500_9.jpg,Hard to interpret. [2]
adults,G,../data/adults/stimuli_G/562__8519_9.jpg,"Simple face with two eyes, no nose, smiling mouth. [4]"
adults,G,../data/adults/stimuli_G/563__8529_9.jpg,Two stick figures under an umbrella in the rain. [5]
adults,G,../data/adults/stimuli_G/564__8541_9.jpg,A flying saucer with antennas emitting beams of light. [5]
adults,G,../data/adults/stimuli_G/567__8577_9.jpg,Hard to interpret. [2]
adults,G,../data/adults/stimuli_G/568__8587_9.jpg,A smiling mushroom with large spots and a face. [4]
adults,G,../data/adults/stimuli_G/570__8598_9.jpg,Mushroom with a large cap and wavy edges. [4]
adults,G,../data/adults/stimuli_G/575__8622_9.jpg,A house inside a circle with the sun in the corner. [5]
adults,G,../data/adults/stimuli_G/577__8634_9.jpg,Simple abstract line drawing resembling a tree or parachute. [3]
adults,G,../data/adults/stimuli_G/583__8658_9.jpg,"Simple, smiling figure with a large head and abstract body. [3]"
adults,G,../data/adults/stimuli_G/584__8670_9.jpg,"Animal face with big eyes and round ears, possibly a bear. [4]"
adults,G,../data/adults/stimuli_G/587__8693_9.jpg,Simple mushroom with scattered dots and a minimal smile. [5]
adults,G,../data/adults/stimuli_G/588__8704_9.jpg,Simple drawing of a mushroom with a spotted cap. [5]
adults,G,../data/adults/stimuli_G/590__8728_9.jpg,Abstract shape resembling an umbrella with a geometric base. [3]
adults,G,../data/adults/stimuli_G/591__8740_9.jpg,Simplified face with uneven eyes and a straight mouth. [4]
adults,G,../data/adults/stimuli_G/592__8752_9.jpg,"Abstract face with large eyebrows, small nose, and dotted cheeks. [4]"
adults,G,../data/adults/stimuli_G/594__8774_9.jpg,Two stick figures sharing an umbrella in the rain. [5]
adults,G,../data/adults/stimuli_G/598__8786_9.jpg,Simple abstract face with large eyes and small nostrils. [4]
adults,G,../data/adults/stimuli_G/601__8798_9.jpg,Simple mushroom with spots and a short stem. [5]
adults,G,../data/adults/stimuli_G/607__8830_9.jpg,House with a rainbow over it and two clouds. [5]
adults,G,../data/adults/stimuli_G/614__8854_9.jpg,A simple drawing of a mushroom with a spotted cap. [5]
adults,G,../data/adults/stimuli_G/618__8898_9.jpg,Two stick figures under an umbrella with rain and clouds above. [5]
adults,G,../data/adults/stimuli_G/625__8917_9.jpg,A simple drawing of a mushroom with a large cap. [5]
adults,G,../data/adults/stimuli_G/62__3706_9.jpg,"A round-bodied creature with a tail, two legs, and two arms. [4]"
adults,G,../data/adults/stimuli_G/632__8941_9.jpg,Mushroom with spots growing in grass. [5]
adults,G,../data/adults/stimuli_G/634__8953_9.jpg,A simple humanoid figure with one long hair strand. [4]
adults,G,../data/adults/stimuli_G/635__8965_9.jpg,Abstract shape resembling a mushroom with a circular top. [3]
adults,G,../data/adults/stimuli_G/66__3730_9.jpg,Sun over ocean waves with a ladder from the water. [3]
adults,G,../data/adults/stimuli_G/680__396_9.jpg,"Simple stick figure with circular head and line arms, possibly holding something. [3]"
adults,G,../data/adults/stimuli_G/681__406_9.jpg,Stick figure holding an umbrella over its head. [4]
adults,G,../data/adults/stimuli_G/685__411_9.jpg,Simple line drawing of an umbrella or mushroom with dots. [4]
adults,G,../data/adults/stimuli_G/720__8991_9.jpg,Line drawing of an elephant's head with large ears. [5]
adults,G,../data/adults/stimuli_G/733__6606_9.jpg,A simplistic drawing of a jellyfish or an umbrella with two legs. [4]
adults,G,../data/adults/stimuli_G/737__6654_9.jpg,A house surrounded by branches protruding from a dome shape. [3]
adults,G,../data/adults/stimuli_G/738__6666_9.jpg,Person with square face wearing a hat with a ball on top. [4]
adults,G,../data/adults/stimuli_G/85__3786_9.jpg,"Tombstone with ""R.I.P"" and ""ME"" written on it. [5]"
adults,G,../data/adults/stimuli_G/914__9371_9.jpg,Two stick figures holding a giant mushroom with falling particles. [4]
adults,G,../data/adults/stimuli_G/915__9383_9.jpg,Black and white drawing of a mushroom with a spotted cap. [4]
adults,G,../data/adults/stimuli_G/916__9395_9.jpg,A musical instrument-like shape with strings and circular elements. [3]
adults,G,../data/adults/stimuli_G/920__9443_9.jpg,"The drawing shows the word ""Trash"" above a scribbled square. [5]"
adults,G,../data/adults/stimuli_G/938__7047_9.jpg,Simple drawing of a mushroom or a dome-shaped object. [5]
adults,G,../data/adults/stimuli_G/978__7095_9.jpg,Hard to interpret. [2]
adults,G,../data/adults/stimuli_G/981__7119_9.jpg,"Banana, watermelon slice, pineapple, and pear drawn simply. [5]"
adults,G,../data/adults/stimuli_G/987__9677_9.jpg,Hard to interpret. [2]
adults,G,../data/adults/stimuli_G/991__7221_9.jpg,Drawing of a cat's face with whiskers and pointed ears. [5]
adults,G,../data/adults/stimuli_G/992__7232_9.jpg,Person relaxing on a lounge chair under an umbrella on the beach. [5]
